WEE	WEE	pns12	we	we	0
careful	careful	j	careful	careful	0
that	that	cst	that	that	0
the	the	dt	the	the	0
filth	filth	n1	filth	filth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
streets	streets	n2	streets	street	0
bee	bee	vbb	be	be	0
carried	carried	vvn	carried	carry	0
out	out	av	out	out	0
,	,	,	,	,	0
will	will	vmb	will	will	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
much	much	d	much	much	0
more	more	dc	more	more	0
see	see	vvb	see	see	0
that	that	cst	that	that	0
the	the	dt	the	the	0
filth	filth	n1	filth	filth	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
hearts	hearts	n2	hearts	heart	0
and	and	cc	and	and	0
houses	houses	n2	houses	house	0
be	be	vbb	be	be	0
purged	purged	vvn	purged	purge	0
out	out	av	out	out	0
?	?	?	?	?	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
London	London	np1	London	London	0
bee	bee	vbi	be	be	0
made	made	vvn	made	make	0
clean	clean	j	clean	clean	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
shall	shall	vmb	shall	shall	0
it	it	pn31	it	it	0
once	once	a-acp	once	once	0
be	be	vbb	be	be	0
?	?	?	?	?	0
let	let	vvb	let	let	0
this	this	d	this	this	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
time	time	n1	time	time	0
;	;	;	;	;	0
least	least	cs	lest	lest	0
the	the	dt	the	the	0
Plague	Plague	n1	Plague	plague	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
much	much	av-d	much	much	0
feared	feared	vvn	feared	fear	0
,	,	,	,	,	0
enter	enter	vvb	enter	enter	0
your	your	po22	your	your	0
borders	borders	n2	borders	border	0
,	,	,	,	,	0
and	and	cc	and	and	0
cause	cause	n1	cause	cause	0
sad	sad	j	sad	sad	0
cryes	cryes	n2	cries	cry	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
streets	streets	n2	streets	street	0
and	and	cc	and	and	0
families	families	n2	families	family	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
wash	wash	vvb	wash	wash	0
you	you	pn22	you	you	0
,	,	,	,	,	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
clean	clean	j	clean	clean	0
,	,	,	,	,	0
put	put	vvb	put	put	0
away	away	av	away	away	0
the	the	dt	the	the	0
evil	evil	n-jn	evil	evil	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
doings	doings	n2-vdg	doings	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
learn	learn	vvb	learn	learn	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
well	well	av	well	well	0
,	,	,	,	,	0
seek	seek	vvb	seek	seek	0
judgement	judgement	n1	judgement	judgement	0
,	,	,	,	,	0
relieve	relieve	vvb	relieve	relieve	0
the	the	dt	the	the	0
oppressed	oppressed	j-vvn	oppressed	oppress	0
,	,	,	,	,	0
judge	judge	vvb	judge	judge	0
the	the	dt	the	the	0
fatherless	fatherless	j	fatherless	fatherless	0
,	,	,	,	,	0
and	and	cc	and	and	0
plead	plead	vvi	plead	plead	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Widdow	Widdow	n1	Widow	widow	0
;	;	;	;	;	0
now	now	av	now	now	0
let	let	vvb	let	let	0
holiness	holiness	n1	holiness	holiness	0
of	of	pp-f	of	of	0
life	life	n1	life	life	0
,	,	,	,	,	0
execution	execution	n1	execution	execution	0
of	of	pp-f	of	of	0
justice	justice	n1	justice	justice	0
,	,	,	,	,	0
speaking	speaking	vvg	speaking	speak	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
doing	doing	vdg	doing	do	0
righteousness	righteousness	n1	righteousness	righteousness	0
,	,	,	,	,	0
shew	shew	vvi	show	show	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
and	and	cc	and	and	0
promoting	promoting	j-vvg	promoting	promote	0
the	the	dt	the	the	0
good	good	j	good	good	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
another	another	j-jn	another	another	0
in	in	p-acp	in	in	0
love	love	n1	love	love	0
,	,	,	,	,	0
take	take	vvb	take	take	0
place	place	n1	place	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
secure	secure	vvi	secure	secure	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
the	the	dt	the	the	0
City	City	n1	City	city	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
make	make	vvb	make	make	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
glorious	glorious	j	glorious	glorious	0
,	,	,	,	,	0
and	and	cc	and	and	0
perfect	perfect	j	perfect	perfect	0
in	in	p-acp	in	in	0
beauty	beauty	n1	beauty	beauty	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
pleasure	pleasure	n1	pleasure	pleasure	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
and	and	cc	and	and	0
say	say	vvb	say	say	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
,	,	,	,	,	0
This	This	d	This	this	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
City	City	n1	City	city	0
of	of	pp-f	of	of	0
righ	righ	j-jn	righ	right	0
∣	∣	sy	∣	∣	0
teousness	teousness	n1-u	teousness	teousnes	0
,	,	,	,	,	0
the	the	dt	the	the	0
faithful	faithful	j	faithful	faithful	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
her	her	po31	her	her	0
Citizens	Citizens	n2	Citizens	citizen	0
are	are	vbr	are	be	0
like	like	av-j	like	like	0
her	her	po31	her	her	0
self	self	n1	self	self	0
righteous	righteous	j	righteous	righteous	0
and	and	cc	and	and	0
faithful	faithful	j	faithful	faithful	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
her	her	po31	her	her	0
Brass	Brass	n1	Brass	brass	0
is	is	vbz	is	be	0
become	become	vvn	become	become	0
Gold	Gold	n1	Gold	gold	0
,	,	,	,	,	0
her	her	po31	her	her	0
Iron	Iron	n1	Iron	iron	0
Sil	Sil	n1	Sil	sil	0
∣	∣	sy	∣	∣	0
ver	ver	fw-la	ver	ver	0
,	,	,	,	,	0
her	her	po31	her	her	0
Officers	Officers	ng1	Officers	officer	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
her	her	po31	her	her	0
Exactors	Exactors	n2	Exactors	exactor	0
righteousness	righteousness	n1	righteousness	righteousness	0
;	;	;	;	;	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
now	now	av	now	now	0
her	her	po31	her	her	0
walls	walls	n2	walls	wall	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
salvation	salvation	n1	salvation	salvation	0
,	,	,	,	,	0
and	and	cc	and	and	0
her	her	po31	her	her	0
gates	gates	n2	gates	gate	0
praise	praise	vvi	praise	praise	0
;	;	;	;	;	0
now	now	av	now	now	0
shall	shall	vmb	shall	shall	0
she	she	pns31	she	she	0
be	be	vbb	be	be	0
my	my	po11	my	my	0
habitation	habitation	n1	habitation	habitation	0
,	,	,	,	,	0
and	and	cc	and	and	0
her	her	po31	her	her	0
people	people	n1	people	people	0
my	my	po11	my	my	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
defence	defence	n1	defence	defence	0
for	for	c-acp	for	for	0
evermore	evermore	av	evermore	evermore	0
.	.	.	.	.	1
That	That	cst	That	that	0
this	this	d	this	this	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
portion	portion	n1	portion	portion	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
City	City	n1	City	city	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
a	a	dt	a	a	0
blessing	blessing	n1	blessing	blessing	0
may	may	vmb	may	may	0
go	go	vvi	go	go	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
work	work	n1	work	work	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
hearty	hearty	j	hearty	hearty	0
prayer	prayer	n1	prayer	prayer	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
,	,	,	,	,	0
The	The	dt	The	the	0
30th	30th	ord	30th	30th	0
.	.	.	.	.	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
5th	5th	ord	5th	5th	0
.	.	.	.	.	0
month	month	n1	month	month	0
.	.	.	.	.	1
1658.	1658.	crd	1658.	1658.	1
