IOb	IOb	np1	IOb	IOb	0
oddes	oddes	n2	odds	odds	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
one	one	crd	one	one	0
side	side	n1	side	side	0
,	,	,	,	,	0
so	so	av	so	so	0
there	there	a-acp	there	there	0
appeareth	appeareth	vvz	appears	appear	0
no	no	av-dx	no	no	0
lesse	lesse	dc	less	less	0
difference	difference	n1	difference	difference	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
successe	successe	n1	success	success	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
side	side	n1	side	side	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
weake	weake	j	weak	weak	0
and	and	cc	and	and	0
contemned	contemned	j-vvn	contemned	contemn	0
means	means	n2	means	mean	0
the	the	dt	the	the	0
world	world	n1	world	world	0
is	is	vbz	is	be	0
subdued	subdued	vvn	subdued	subdue	0
vnto	vnto	p-acp	unto	unto	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
deliuered	deliuered	vvn	delivered	deliver	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
bondage	bondage	n1	bondage	bondage	0
of	of	pp-f	of	of	0
superstition	superstition	n1	superstition	superstition	0
,	,	,	,	,	0
wisdome	wisdome	n1	wisdom	wisdom	0
is	is	vbz	is	be	0
iustified	iustified	vvn	justified	justify	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
owne	owne	d	own	own	0
children	children	n2	children	child	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
tri	tri	fw-la	tri	tri	0
∣	∣	sy	∣	∣	0
umpheth	umpheth	vvz	umpheth	umph	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sincerity	sincerity	n1	sincerity	sincerity	0
and	and	cc	and	and	0
godlinesse	godlinesse	n1	godliness	godliness	0
of	of	pp-f	of	of	0
weake	weake	j	weak	weak	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
malice	malice	n1	malice	malice	0
,	,	,	,	,	0
policy	policy	n1	policy	policy	0
and	and	cc	and	and	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
prepotent	prepotent	j	prepotent	prepotent	0
aduersaries	aduersaries	n2	adversaries	adversary	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
successe	successe	n1	success	success	0
compared	compared	vvn	compared	compare	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
on	on	p-acp	on	on	0
both	both	d	both	both	0
sides	sides	n2	sides	side	0
,	,	,	,	,	0
doth	doth	vdz	does	do	0
manifest	manifest	vvi	manifest	manifest	0
the	the	dt	the	the	0
arme	arme	n1	arm	arm	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
that	that	cst	that	that	0
groweth	groweth	vvz	grows	grow	0
so	so	av	so	so	0
much	much	av-d	much	much	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
expecta	expecta	fw-la	expecta	expecta	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
and	and	cc	and	and	0
meanes	meanes	n2	means	mean	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
what	what	r-crq	what	what	0
other	other	n-jn	other	other	0
po	po	av	po	po	0
∣	∣	sy	∣	∣	0
wer	wer	fw-ge	wer	wer	0
could	could	vmd	could	can	0
make	make	vvi	make	make	0
so	so	av	so	so	0
weake	weake	j	weak	weak	0
meanes	meanes	n2	means	mean	0
preuaile	preuaile	vvi	prevail	prevail	0
so	so	av	so	so	0
much	much	av-d	much	much	0
,	,	,	,	,	0
against	against	p-acp	against	against	0
so	so	av	so	so	0
great	great	j	great	great	0
policy	policy	n1	policy	policy	0
and	and	cc	and	and	0
strength	strength	n1	strength	strength	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
same	same	d	same	same	0
power	power	n1	power	power	0
(	(	(	(	(	0
though	though	cs	though	though	0
not	not	xx	not	not	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
sam	sam	d	same	same	0
measure	measure	n1	measure	measure	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
company	company	n1	company	company	0
of	of	pp-f	of	of	0
poore	poore	j	poor	poor	0
Fishermen	Fishermen	n2	Fishermen	fisherman	0
(	(	(	(	(	0
despised	despised	vvn	despised	despise	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
)	)	)	)	)	0
subdued	subdued	vvd	subdued	subdue	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
world	world	n1	world	world	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
obedience	obedience	n1	obedience	obedience	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
?	?	?	?	?	1
As	As	p-acp	As	as	0
this	this	d	this	this	0
successe	successe	n1	success	success	0
and	and	cc	and	and	0
blessing	blessing	n1	blessing	blessing	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
hitherto	hitherto	av	hitherto	hitherto	0
apparant	apparant	j	apparent	apparent	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
:	:	:	:	:	0
so	so	av	so	so	0
the	the	dt	the	the	0
Iesuites	Iesuites	np2	Iesuites	Jesuit	0
take	take	vvb	take	take	0
order	order	n1	order	order	0
that	that	cst	that	that	0
the	the	dt	the	the	0
same	same	d	same	same	0
successe	successe	n1	success	success	0
and	and	cc	and	and	0
blessing	blessing	n1	blessing	blessing	0
may	may	vmb	may	may	0
continually	continually	av-j	continually	continual	0
hereafter	hereafter	av	hereafter	hereafter	0
follow	follow	vvi	follow	follow	0
our	our	po12	our	our	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
vntill	vntill	c-acp	until	until	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
rooted	rooted	vvn	rooted	root	0
out	out	av	out	out	0
all	all	d	all	all	0
the	the	dt	the	the	0
aduersaries	aduersaries	n2	adversaries	adversary	0
that	that	cst	that	that	0
make	make	vvb	make	make	0
opposition	opposition	n1	opposition	opposition	0
against	against	p-acp	against	against	0
it	it	pn31	it	it	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
what	what	r-crq	what	what	0
greater	greater	jc	greater	great	0
strength	strength	n1	strength	strength	0
or	or	cc	or	or	0
aduantage	aduantage	n1	advantage	advantage	0
can	can	vmb	can	can	0
bee	bee	vbi	be	be	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
wickednesse	wickednesse	n1	wickedness	wickedness	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
aduersaries	aduersaries	n2	adversaries	adversary	0
doth	doth	vdz	does	do	0
giue	giue	vvi	give	give	0
?	?	?	?	?	1
How	How	uh-crq	How	how	0
often	often	av	often	often	0
doth	doth	vdz	does	do	0
Moses	Moses	np1	Moses	Moses	0
declare	declare	vvi	declare	declare	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Israell	Israell	np1	Israell	Israel	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
fauour	fauour	n1	favour	favour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
was	was	vbds	was	be	0
so	so	av	so	so	0
much	much	d	much	much	0
decla	decla	n1	decla	decla	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
towards	towards	p-acp	towards	towards	0
them	them	pno32	them	they	0
,	,	,	,	,	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
righteousnes	righteousnes	n1	righteousness	righteousness	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
wickednes	wickednes	n1	wickedness	wickedness	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
aduersaries	aduersaries	n2	adversaries	adversary	0
?	?	?	?	?	1
So	So	av	So	so	0
that	that	cst	that	that	0
if	if	cs	if	if	0
we	we	pns12	we	we	0
should	should	vmd	should	shall	0
stand	stand	vvi	stand	stand	0
still	still	av	still	still	0
and	and	cc	and	and	0
looke	looke	vvi	look	look	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
holde	holde	vvb	hold	hold	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
in	in	p-acp	in	in	0
patience	patience	n1	patience	patience	0
,	,	,	,	,	0
our	our	po12	our	our	0
aduersaries	aduersaries	n2	adversaries	adversary	0
will	will	vmb	will	will	0
worke	worke	vvi	work	work	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
strange	strange	j	strange	strange	0
cruelties	cruelties	n2	cruelties	cruelty	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
In	In	n1	In	inn	0
∣	∣	sy	∣	∣	0
quisitions	quisitions	ng1	quisitions	quisitions	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
prophane	prophane	j	profane	profane	0
and	and	cc	and	and	0
vncleane	vncleane	j	unclean	unclean	0
conuer	conuer	n1	conuer	conuer	0
∣	∣	sy	∣	∣	0
sation	sation	n1	sation	sation	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
grosse	grosse	j	gross	gross	0
Idolatry	Idolatry	n1	Idolatry	idolatry	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
horrible	horrible	j	horrible	horrible	0
treasons	treasons	n2	treasons	treason	0
and	and	cc	and	and	0
conspiracies	conspiracies	n2	conspiracies	conspiracy	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
liues	liues	n2	lives	life	0
of	of	pp-f	of	of	0
Prin	Prin	np1	Prin	Prin	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
diuelish	diuelish	j	devilish	devilish	0
deuises	deuises	n2	devises	devise	0
for	for	p-acp	for	for	0
subuersion	subuersion	n1	subversion	subversion	0
of	of	pp-f	of	of	0
whole	whole	j-jn	whole	whole	0
States	States	n2	States	state	0
at	at	p-acp	at	at	0
one	one	crd	one	one	0
blow	blow	n1	blow	blow	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
hypocrisie	hypocrisie	n1	hypocrisy	hypocrisy	0
,	,	,	,	,	0
falshood	falshood	n1	falsehood	falsehood	0
and	and	cc	and	and	0
aequiuocations	aequiuocations	n2	equivocations	equivocation	0
,	,	,	,	,	0
and	and	cc	and	and	0
by	by	p-acp	by	by	0
that	that	cst	that	that	0
most	most	av-ds	most	most	0
admirable	admirable	j	admirable	admirable	0
and	and	cc	and	and	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
quisit	quisit	j	quisit	quisit	0
villany	villany	n1	villainy	villainy	0
that	that	cst	that	that	0
euer	euer	av	ever	ever	0
was	was	vbds	was	be	0
inuented	inuented	vvn	invented	invent	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
deprauing	deprauing	vvg	depraving	deprave	0
,	,	,	,	,	0
corrupting	corrupting	vvg	corrupting	corrupt	0
,	,	,	,	,	0
altering	altering	vvg	altering	alter	0
and	and	cc	and	and	0
chaunging	chaunging	vvg	changing	change	0
all	all	d	all	all	0
auncient	auncient	j-jn	ancient	ancient	0
writers	writers	n2	writers	writer	0
:	:	:	:	:	0
by	by	p-acp	by	by	0
these	these	d	these	these	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
like	like	j	like	like	0
practises	practises	n2	practises	practise	0
of	of	pp-f	of	of	0
wicked	wicked	j	wicked	wicked	0
∣	∣	sy	∣	∣	0
nes	nes	zz	nes	nes	0
,	,	,	,	,	0
they	they	pns32	they	they	0
themselues	themselues	px32	themselves	themselves	0
will	will	vmb	will	will	0
worke	worke	vvi	work	work	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
successe	successe	n1	success	success	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
destruction	destruction	n1	destruction	destruction	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Prince	Prince	n1	Prince	prince	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
first	first	ord	first	first	0
begotten	begotten	vvn	begotten	beget	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
blinded	blinded	vvn	blinded	blind	0
their	their	po32	their	their	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
they	they	pns32	they	they	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
choose	choose	vvi	choose	choose	0
but	but	cc-acp	but	but	0
see	see	vvb	see	see	0
,	,	,	,	,	0
and	and	cc	and	and	0
acknowledge	acknowledge	vvi	acknowledge	acknowledge	0
the	the	dt	the	the	0
experience	experience	n1	experience	experience	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
fauour	fauour	n1	favour	favour	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
mightily	mightily	av-j	mightily	mighty	0
declared	declared	vvn	declared	declare	0
from	from	p-acp	from	from	0
heauen	heauen	n1	heaven	heaven	0
vpon	vpon	p-acp	upon	upon	0
our	our	po12	our	our	0
cause	cause	n1	cause	cause	0
our	our	po12	our	our	0
Prince	Prince	n1	Prince	prince	0
and	and	cc	and	and	0
State	State	n1	State	state	0
;	;	;	;	;	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
late	late	j	late	late	0
much	much	av-d	much	much	0
increased	increased	vvn	increased	increase	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
apparant	apparant	j	apparent	apparent	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
th	th	dt	that	the	0
world	world	n1	world	world	0
by	by	p-acp	by	by	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
wicked	wicked	j	wicked	wicked	0
practises	practises	n2	practises	practise	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
the	the	dt	the	the	0
difference	difference	n1	difference	difference	0
being	being	vbg	being	be	0
so	so	av	so	so	0
great	great	j	great	great	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
successe	successe	n1	success	success	0
,	,	,	,	,	0
so	so	av	so	so	0
great	great	j	great	great	0
also	also	av	also	also	0
betweene	betweene	p-acp	between	between	0
our	our	po12	our	our	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
uersation	uersation	n1	versation	versation	0
and	and	cc	and	and	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
must	must	vmb	must	must	0
needes	needes	av	needs	needs	0
declare	declare	vvi	declare	declare	0
a	a	dt	a	a	0
great	great	j	great	great	0
difference	difference	n1	difference	difference	0
betweene	betweene	p-acp	between	between	0
our	our	po12	our	our	0
hopes	hopes	n2	hope's	hope	0
and	and	cc	and	and	0
theirs	theirs	png32	theirs	they	0
,	,	,	,	,	0
our	our	po12	our	our	0
Re	Re	zz	Re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
and	and	cc	and	and	0
theirs	theirs	png32	theirs	they	0
:	:	:	:	:	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
raised	raised	vvn	raised	raise	0
the	the	dt	the	the	0
Princes	Princes	n2	Princes	prince	0
and	and	cc	and	and	0
armies	armies	n2	armies	army	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
against	against	p-acp	against	against	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
pretend	pretend	vvb	pretend	pretend	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
peace	peace	n1	peace	peace	0
:	:	:	:	:	0
wee	wee	pns12	we	we	0
neuer	neuer	av-x	never	never	0
vsed	vsed	vvd	used	use	0
deceit	deceit	n1	deceit	deceit	0
or	or	cc	or	or	0
wrong	wrong	n-jn	wrong	wrong	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
:	:	:	:	:	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
by	by	p-acp	by	by	0
barbarous	barbarous	j	barbarous	barbarous	0
deuises	deuises	n2	devises	devise	0
attempted	attempted	vvd	attempted	attempt	0
to	to	pc-acp	to	to	0
procure	procure	vvi	procure	procure	0
our	our	po12	our	our	0
vtter	vtter	j	utter	utter	0
subuersion	subuersion	n1	subversion	subversion	0
,	,	,	,	,	0
we	we	pns12	we	we	0
desire	desire	vvb	desire	desire	0
hartily	hartily	av-j	heartily	hearty	0
their	their	po32	their	their	0
conuersion	conuersion	n1	conversion	conversion	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
:	:	:	:	:	0
they	they	pns32	they	they	0
curse	curse	vvb	curse	curse	0
,	,	,	,	,	0
reuile	reuile	vvb	revile	revile	0
,	,	,	,	,	0
and	and	cc	and	and	0
baspheme	baspheme	vvb	baspheme	baspheme	0
vs	vs	pno12	us	we	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
pray	pray	vvb	pray	pray	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
:	:	:	:	:	0
this	this	d	this	this	0
difference	difference	n1	difference	difference	0
may	may	vmb	may	may	0
shew	shew	vvi	show	show	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
truth	truth	n1	truth	truth	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
is	is	vbz	is	be	0
;	;	;	;	;	0
and	and	cc	and	and	0
might	might	vmd	might	may	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
tred	tred	vvi	tread	tread	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
serious	serious	j	serious	serious	0
consideration	consideration	n1	consideration	consideration	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
,	,	,	,	,	0
drawe	drawe	vvb	draw	draw	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
cease	cease	vvi	cease	cease	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
wicked	wicked	j	wicked	wicked	0
attempts	attempts	n2	attempts	attempt	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
and	and	cc	and	and	0
embrace	embrace	vvi	embrace	embrace	0
one	one	crd	one	one	0
trueth	trueth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
worshippe	worshippe	vvi	worship	worship	0
one	one	crd	one	one	0
God	God	np1	God	God	0
with	with	p-acp	with	with	0
vs.	vs.	pno12	us	we	0
But	But	p-acp	But	but	0
if	if	cs	if	if	0
there	there	pc-acp	there	there	0
be	be	vbb	be	be	0
no	no	dx	no	no	0
remedy	remedy	n1	remedy	remedy	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
that	that	d	that	that	0
Princes	Princes	n2	Princes	prince	0
and	and	cc	and	and	0
States	States	n2	States	state	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
oppugned	oppugned	vvn	oppugned	oppugn	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
perpetuall	perpetuall	j	perpetual	perpetual	0
league	league	n1	league	league	0
of	of	pp-f	of	of	0
Conspiracy	Conspiracy	n1	Conspiracy	conspiracy	0
from	from	p-acp	from	from	0
Rome	Rome	n1	Room	room	0
:	:	:	:	:	0
if	if	cs	if	if	0
nothing	nothing	pix	nothing	nothing	0
can	can	vmb	can	can	0
satisfie	satisfie	vvi	satisfy	satisfy	0
them	them	pno32	them	they	0
but	but	p-acp	but	but	0
the	the	dt	the	the	0
blood	blood	n1	blood	blood	0
of	of	pp-f	of	of	0
Kings	Kings	n2	Kings	king	0
,	,	,	,	,	0
then	then	av	then	then	0
what	what	q-crq	what	what	0
remaineth	remaineth	vvz	remains	remain	0
but	but	p-acp	but	but	0
that	that	d	that	that	0
the	the	dt	the	the	0
Princes	Princes	n2	Princes	prince	0
of	of	pp-f	of	of	0
Christendome	Christendome	np1	Christendome	Christendom	0
prepare	prepare	vvb	prepare	prepare	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selues	selues	n2	selves	self	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
great	great	j	great	great	0
battel	battel	n1	battle	battle	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
S.	S.	n1	S.	saint	0
Iohn	Iohn	np1	Iohn	John	0
saith	saith	vvz	says	say	0
shal	shal	vmb	shall	shall	0
be	be	vbi	be	be	0
fought	fought	vvn	fought	fight	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
plain	plain	n1	plain	plain	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
against	against	p-acp	against	against	0
Gog	Gog	n1	Gog	gog	0
and	and	cc	and	and	0
Magog	Magog	np1	Magog	Magog	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
God	God	np1	God	God	0
shall	shall	vmb	shall	shall	0
raise	raise	vvi	raise	raise	0
the	the	dt	the	the	0
spirits	spirits	n2	spirits	spirit	0
of	of	pp-f	of	of	0
prin	prin	n1	prin	prin	0
∣	∣	sy	∣	∣	0
cesApoc	cesApoc	np1	cesApoc	cesApoc	0
.	.	.	.	.	1
20.	20.	crd	20.	20.	0
8.	8.	crd	8.	8.	0
9.	9.	crd	9.	9	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
open	open	vvi	open	open	0
the	the	dt	the	the	0
way	way	n1	way	way	0
and	and	cc	and	and	0
giue	giue	vvi	give	give	0
the	the	dt	the	the	0
successe	successe	n1	success	success	0
:	:	:	:	:	0
for	for	p-acp	for	for	0
fire	fire	n1	fire	fire	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
downe	downe	a-acp	down	down	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
,	,	,	,	,	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
heauen	heauen	n1	heaven	heaven	0
,	,	,	,	,	0
and	and	cc	and	and	0
deuoure	deuoure	vvi	devour	devour	0
the	the	dt	the	the	0
enemies	enemies	n2	enemies	enemy	0
.	.	.	.	.	1
Vnto	Vnto	p-acp	Unto	unto	0
which	which	r-crq	which	which	0
ser	ser	n1	sir	sir	0
∣	∣	sy	∣	∣	0
uice	uice	n1	vice	vice	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
so	so	av	so	so	0
effectuall	effectuall	j	effectual	effectual	0
to	to	pc-acp	to	to	0
animate	animate	vvi	animate	animate	0
the	the	dt	the	the	0
princes	princes	n2	princes	prince	0
of	of	pp-f	of	of	0
Christendome	Christendome	np1	Christendome	Christendom	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
this	this	d	this	this	0
new	new	j	new	new	0
and	and	cc	and	and	0
strange	strange	j	strange	strange	0
claime	claime	n1	claim	claim	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
popes	popes	ng1	popes	pope	0
Iurisdiction	Iurisdiction	n1	Jurisdiction	jurisdiction	0
ouer	ouer	p-acp	over	over	0
princes	princes	n2	princes	prince	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
thing	thing	n1	thing	thing	0
because	because	c-acp	because	because	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
pursued	pursued	vvn	pursued	pursue	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Popes	Popes	n2	Popes	pope	0
and	and	cc	and	and	0
their	their	po32	their	their	0
flatterers	flatterers	n2	flatterers	flatterer	0
,	,	,	,	,	0
and	and	cc	and	and	0
onely	onely	av-j	only	only	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
great	great	j	great	great	0
marke	marke	n1	mark	mark	0
whereunto	whereunto	c-crq	whereunto	whereunto	0
they	they	pns32	they	they	0
addresse	addresse	vvi	address	address	0
all	all	d	all	all	0
their	their	po32	their	their	0
attempts	attempts	n2	attempts	attempt	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
very	very	j	very	very	0
summe	summe	n1	sum	sum	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
their	their	po32	their	their	0
Religion	Religion	n1	Religion	religion	0
:	:	:	:	:	0
therfore	therfore	av	therefore	therefore	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
endeuoured	endeuoured	vvd	endeavoured	endeavour	0
to	to	pc-acp	to	to	0
open	open	vvi	open	open	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
distinguish	distinguish	vvi	distinguish	distinguish	0
the	the	dt	the	the	0
parts	parts	n2	parts	part	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
this	this	d	this	this	0
question	question	n1	question	question	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
a	a	dt	a	a	0
light	light	j	light	light	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
satisfie	satisfie	vvi	satisfy	satisfy	0
all	all	d	all	all	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
an	an	dt	and	a	0
oc	oc	n1	oc	oc	0
∣	∣	sy	∣	∣	0
casion	casion	n1	casion	casion	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
iudicious	iudicious	j	judicious	judicious	0
.	.	.	.	.	1
I	I	pns11	I	i	0
was	was	vbds	was	be	0
desirous	desirous	j	desirous	desirous	0
to	to	pc-acp	to	to	0
leaue	leaue	vvi	leave	leave	0
no	no	dx	no	no	0
part	part	n1	part	part	0
vntouched	vntouched	j-vvn-u	untouched	touch	0
,	,	,	,	,	0
that	that	cst	that	that	0
