LYke	LYke	j	Like	like	0
due	due	j-jn	due	due	0
∣	∣	sy	∣	∣	0
tie	tie	zz	tie	tie	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
highnes	highnes	n1	highness	highness	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
of	of	pp-f	of	of	0
youre	youre	po22	your	your	0
bountefull	bountefull	j	bountiful	bountiful	0
goodnesse	goodnesse	n1	goodness	goodness	0
where	where	c-crq	where	where	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
destitute	destitute	j	destitute	destitute	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
ayde	ayde	n1	aid	aid	0
and	and	cc	and	and	0
succoure	succoure	n1	succour	succour	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
so	so	av	so	so	0
liberally	liberally	av-j	liberally	liberal	0
prouided	prouided	vvn	provided	provide	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
nowe	nowe	av	now	now	0
I	I	pns11	I	i	0
maye	maye	vmb	may	may	0
withoute	withoute	p-acp	without	without	0
care	care	n1	care	care	0
serue	serue	vvi	serve	serve	0
God	God	np1	God	God	0
,	,	,	,	,	0
go	go	vvb	go	go	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
&	&	cc	&	and	0
do	do	vdb	do	do	0
my	my	po11	my	my	0
duetie	duetie	n1	duty	duty	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
vocation	vocation	n1	vocation	vocation	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
called	called	vvn	called	call	0
me	me	pno11	me	i	0
.	.	.	.	.	1
Which	Which	r-crq	Which	which	0
I	I	pns11	I	i	0
beseche	beseche	vvb	beseech	beseech	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
do	do	vdi	do	do	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
gra	gra	j	gram	great	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
honoure	honoure	n1	honour	honour	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
whose	whose	rg-crq	whose	who	0
quiete	quiete	j-jn	quiet	quiet	0
and	and	cc	and	and	0
prosperouse	prosperouse	j	prosperous	prosperous	0
raygne	raygne	n1	reign	rein	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
cease	cease	vvi	cease	cease	0
moste	moste	av-ds	most	most	0
earnestlye	earnestlye	av-j	earnestly	earnest	0
to	to	pc-acp	to	to	0
praye	praye	vvi	pray	pray	0
my	my	po11	my	my	0
life	life	n1	life	life	0
enduring	enduring	vvg	enduring	endure	0
.	.	.	.	.	1
