Illustrious	Illustrious	j	Illustrious	illustrious	0
of	of	pp-f	of	of	0
England-man	England-man	n1	England-man	england-man	0
can	can	vmb	can	can	0
possibly	possibly	av-j	possibly	possible	0
be	be	vbi	be	be	0
offended	offended	vvn	offended	offend	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
past	past	p-acp	passed	past	0
cure	cure	n1	cure	cure	0
and	and	cc	and	and	0
past	past	n1	past	past	0
'	'	'	'	'	0
mending	mending	vvg	mending	mend	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
nothing	nothing	pix	nothing	nothing	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
have	have	vhb	have	have	0
mercy	mercy	n1	mercy	mercy	0
—	—	—	—	—	0
upon	upon	p-acp	upon	upon	0
their	their	po32	their	their	0
Doors	Doors	n2	Doors	door	0
.	.	.	.	.	1
Not	Not	xx	Not	not	0
only	only	av-j	only	only	0
the	the	dt	the	the	0
welbeing	welbeing	n1	welbeing	welbeing	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
being	being	vbg	being	be	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
de	de	fw-la	de	de	0
∣	∣	sy	∣	∣	0
pend	pend	vvn	pend	pen	0
much	much	av-d	much	much	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
success	success	n1	success	success	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
most	most	av-ds	most	most	0
August	August	np1	August	August	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
nourable	nourable	j	nourable	nourable	0
Convention	Convention	n1	Convention	convention	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
has	has	vhz	has	have	0
so	so	av	so	so	0
many	many	d	many	many	0
(	(	(	(	(	0
and	and	cc	and	and	0
those	those	d	those	those	0
so	so	av	so	so	0
great	great	j	great	great	0
)	)	)	)	)	0
Friends	Friends	n2	Friends	friend	0
and	and	cc	and	and	0
Enemies	Enemies	n2	Enemies	enemy	0
.	.	.	.	.	1
And	And	cc	And	and	0
is	is	vbz	is	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
now	now	av	now	now	0
high	high	j	high	high	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
enlarge	enlarge	vvi	enlarge	enlarge	0
our	our	po12	our	our	0
Interest	Interest	n1	Interest	interest	0
,	,	,	,	,	0
and	and	cc	and	and	0
widen	widen	vvi	widen	widen	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
England's	England's	npg1	England's	England	0
Pale	Pale	j	Pale	pale	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
exclude	exclude	vvi	exclude	exclude	0
(	(	(	(	(	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Priviledges	Priviledges	n2	Privileges	privilege	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
)	)	)	)	)	0
the	the	dt	the	the	0
better	better	jc	better	better	0
half	half	n-jn	half	half	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
?	?	?	?	?	1
Is	Is	vbz	Is	be	0
not	not	xx	not	not	0
this	this	d	this	this	0
Piety	Piety	n1	Piety	piety	0
?	?	?	?	?	1
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
Is	Is	vbz	Is	be	0
not	not	xx	not	not	0
this	this	d	this	this	0
true	true	j	true	true	0
wisdom	wisdom	n1	wisdom	wisdom	0
and	and	cc	and	and	0
honest	honest	j	honest	honest	0
Po	Po	np1	Po	Po	0
∣	∣	sy	∣	∣	0
licy	licy	n1	licy	licy	0
?	?	?	?	?	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
(	(	(	(	(	0
now	now	av	now	now	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
)	)	)	)	)	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Irreconcileable	Irreconcileable	j	Irreconcileable	irreconcileable	0
Enemies	Enemies	n2	Enemies	enemy	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Holy	Holy	j	Holy	holy	0
Religion	Religion	n1	Religion	religion	0
are	are	vbr	are	be	0
(	(	(	(	(	0
by	by	p-acp	by	by	0
cruel	cruel	j	cruel	cruel	0
and	and	cc	and	and	0
bloody	bloody	j	bloody	bloody	0
Confederacy	Confederacy	n1	Confederacy	confederacy	0
)	)	)	)	)	0
bandied	bandied	vvn	bandied	bandy	0
and	and	cc	and	and	0
knotted	knotted	vvn	knotted	knot	0
together	together	av	together	together	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
destroy	destroy	vvi	destroy	destroy	0
us	us	pno12	us	we	0
and	and	cc	and	and	0
our	our	po12	our	our	0
Religion	Religion	n1	Religion	religion	0
Root	Root	n1	Root	root	0
and	and	cc	and	and	0
Branch	Branch	n1	Branch	branch	0
?	?	?	?	?	1
Brittain	Brittain	np1	Brittain	Britain	0
was	was	vbds	was	be	0
never	never	av-x	never	never	0
conquer'd	conquer'd	vvn	conquered	conquer	0
but	but	cc-acp	but	but	0
by	by	p-acp	by	by	0
her	her	po31	her	her	0
self	self	n1	self	self	0
.	.	.	.	.	1
How	How	q-crq	How	how	0
?	?	?	?	?	1
By	By	p-acp	By	by	0
her	her	po31	her	her	0
divided	divided	j-vvn	divided	divide	0
Parties	Parties	n2	Parties	party	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
Tacitus	Tacitus	np1	Tacitus	Tacitus	0
,	,	,	,	,	0
(	(	(	(	(	0
the	the	dt	the	the	0
best	best	js	best	best	0
Roman	Roman	np1	Roman	Roman	0
Historian	Historian	n1	Historian	historian	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Romish	Romish	jp	Romish	romish	0
Conquest	Conquest	n1	Conquest	conquest	0
over	over	p-acp	over	over	0
Britain	Britain	np1	Britain	Britain	0
)	)	)	)	)	0
smiling	smiling	vvg	smiling	smile	0
,	,	,	,	,	0
Dum	Dum	fw-la	Dum	dum	0
singuli	singuli	fw-la	singuli	singuli	0
pugnabant	pugnabant	fw-la	pugnabant	pugnabant	0
,	,	,	,	,	0
omnes	omnes	fw-la	omnes	omnes	0
victi	victi	fw-la	victi	victi	0
.	.	.	.	.	1
Is	Is	vbz	Is	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
now	now	av	now	now	0
therefore	therefore	av	therefore	therefore	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
open	open	vvi	open	open	0
the	the	dt	the	the	0
Church-doors	Church-doors	n2	Church-doors	church-door	0
as	as	p-acp	as	as	0
wide	wide	j	wide	wide	0
as	as	c-acp	as	as	0
Christ	Christ	np1	Christ	Christ	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Holy	Holy	j	Holy	holy	0
Apostles	Apostles	n2	Apostles	apostle	0
opened	opened	vvd	opened	open	0
them	them	pno32	them	they	0
?	?	?	?	?	1
Shall	Shall	vmb	Shall	shall	0
Filthy	Filthy	j	Filthy	filthy	0
∣	∣	sy	∣	∣	0
luere	luere	fw-la	luere	luere	0
,	,	,	,	,	0
Pride	Pride	n1	Pride	pride	0
or	or	cc	or	or	0
Malice	Malice	n1	Malice	malice	0
shut	shut	vvd	shut	shut	0
them	them	pno32	them	they	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
whilst	whilst	cs	while	while	0
monopolized	monopolized	vvn	monopolized	monopolize	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
few	few	d	few	few	0
that	that	cst	that	that	0
share	share	vvb	share	share	0
all	all	d	all	all	0
the	the	dt	the	the	0
Gains	Gains	n2	Gains	gain	0
,	,	,	,	,	0
though	though	cs	though	though	0
the	the	dt	the	the	0
Poor	Poor	j	Poor	poor	0
Dissenter	Dissenter	n1	Dissenter	dissenter	0
must	must	vmb	must	must	0
partake	partake	vvi	partake	partake	0
the	the	dt	the	the	0
hazzard	hazzard	vvi	hazard	hazard	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Pains	Pains	n2	Pains	pain	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Common	Common	j	Common	common	0
Defence	Defence	n1	Defence	defence	0
?	?	?	?	?	1
Even	Even	j	Even	even	0
Private	Private	j	Private	private	0
Soldiers	Soldiers	n2	Soldiers	soldier	0
fight	fight	vvb	fight	fight	0
coldly	coldly	av-jn	coldly	cold	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
Pay	Pay	n1	Pay	pay	0
,	,	,	,	,	0
or	or	cc	or	or	0
any	any	d	any	any	0
hopes	hopes	n2	hope's	hope	0
of	of	pp-f	of	of	0
Reward	Reward	n1	Reward	reward	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Booty	Booty	n1	Booty	booty	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
Victory	Victory	n1	Victory	victory	0
.	.	.	.	.	1
Very	Very	j	Very	very	0
excellent	excellent	j	excellent	excellent	0
men	men	n2	men	man	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
happens	happens	vvz	happens	happen	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
seldom	seldom	av	seldom	seldom	0
happens	happens	vvz	happens	happen	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
a	a	dt	a	a	0
Constitution	Constitution	n1	Constitution	constitution	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Church	Church	n1	Church	church	0
)	)	)	)	)	0
are	are	vbr	are	be	0
now	now	av	now	now	0
uppermost	uppermost	j	uppermost	uppermost	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
surely	surely	av-j	surely	sure	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
obliged	obliged	vvn	obliged	oblige	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
all	all	d	all	all	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
say	say	vvb	say	say	0
who	who	r-crq	who	who	0
happen	happen	vvb	happen	happen	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
uppermost	uppermost	j	uppermost	uppermost	0
,	,	,	,	,	0
only	only	av-j	only	only	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
uppermost	uppermost	j	uppermost	uppermost	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
,	,	,	,	,	0
though	though	cs	though	though	0
at	at	p-acp	at	at	0
present	present	n1	present	present	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
generality	generality	n1	generality	generality	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Fathers	Fathers	n2	Father's	father	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
)	)	)	)	)	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
very	very	av	very	very	0
good	good	j	good	good	0
men	men	n2	men	man	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
times	times	n2	times	time	0
the	the	dt	the	the	0
very	very	j	very	very	0
Froth	Froth	vvb	Froth	froth	0
and	and	cc	and	and	0
Skum	Skum	np1	Skum	Skum	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
uppermost	uppermost	j	uppermost	uppermost	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
if	if	cs	if	if	0
some	some	d	some	some	0
errors	errors	n2	errors	error	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
both	both	d	both	both	0
peradven	peradven	n1	peradven	peradven	0
∣	∣	sy	∣	∣	0
ture	ture	n1	ture	ture	0
in	in	p-acp	in	in	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
as	as	c-acp	as	as	0
Discipline	Discipline	n1	Discipline	discipline	0
,	,	,	,	,	0
be	be	vbb	be	be	0
humbly	humbly	av-j	humbly	humble	0
inquired	inquired	vvn	inquired	inquire	0
into	into	p-acp	into	into	0
,	,	,	,	,	0
(	(	(	(	(	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
appear	appear	vvb	appear	appear	0
upon	upon	p-acp	upon	upon	0
moderate	moderate	j	moderate	moderate	0
deliberation	deliberation	n1	deliberation	deliberation	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Errors	Errors	n2	Errors	error	0
)	)	)	)	)	0
must	must	vmb	must	must	0
we	we	pns12	we	we	0
continue	continue	vvi	continue	continue	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
or	or	cc	or	or	0
curse	curse	vvb	curse	curse	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
eternal	eternal	j	eternal	eternal	0
conti	conti	fw-la	conti	conti	0
∣	∣	sy	∣	∣	0
nuance	nuance	n1	nuance	nuance	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
or	or	cc	or	or	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Office	Office	n1	Office	office	0
of	of	pp-f	of	of	0
Commination	Commination	n1	Commination	commination	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Common-Prayer-Book	Common-Prayer-Book	n1	Common-Prayer-Book	common-prayer-book	0
)	)	)	)	)	0
say	say	vvb	say	say	0
,	,	,	,	,	0
Amen	Amen	uh-n	Amen	amen	0
,	,	,	,	,	0
still	still	av	still	still	0
,	,	,	,	,	0
(	(	(	(	(	0
so	so	av	so	so	0
be	be	vbb	be	be	0
it	it	pn31	it	it	0
Amen	Amen	uh-n	Amen	amen	0
,	,	,	,	,	0
)	)	)	)	)	0
Is	Is	vbz	Is	be	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
better	better	jc	better	better	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Amend	Amend	vvb	Amend	amend	0
,	,	,	,	,	0
Amend	Amend	vvb	Amend	amend	0
?	?	?	?	?	1
For	For	p-acp	For	for	0
this	this	d	this	this	0
Cause	Cause	n1	Cause	cause	0
the	the	dt	the	the	0
Author	Author	n1	Author	author	0
humbly	humbly	av-j	humbly	humble	0
hopes	hopes	n2	hope's	hope	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
par	par	fw-la	par	par	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
the	the	dt	the	the	0
nice	nice	j	nice	nice	0
formality	formality	n1	formality	formality	0
of	of	pp-f	of	of	0
Printing	Printing	vvg	Printing	print	0
this	this	d	this	this	0
without	without	p-acp	without	without	0
an	an	dt	and	a	0
Imprimatur	Imprimatur	fw-la	Imprimatur	imprimatur	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
cannot	cannot	vmbx	cannot	can	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
likelyhood	likelyhood	n1	likelihood	likelihood	0
be	be	vbi	be	be	0
obtained	obtained	vvn	obtained	obtain	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
present	present	j	present	present	0
Licen	Licen	np1	Licen	Licen	0
∣	∣	sy	∣	∣	0
sers	sers	n1	sers	sers	0
,	,	,	,	,	0
if	if	cs	if	if	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
here	here	av	here	here	0
thwart	thwart	vvi	thwart	thwart	0
their	their	po32	their	their	0
Interest	Interest	n1	Interest	interest	0
,	,	,	,	,	0
and	and	cc	and	and	0
spoil	spoil	vvi	spoil	spoil	0
their	their	po32	their	their	0
Trade	Trade	n1	Trade	trade	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
your	your	po22	your	your	0
Unbyassed	Unbyassed	vvn	Unbiased	unbiase	0
and	and	cc	and	and	0
Impartial	Impartial	j	Impartial	impartial	0
Reasons	Reasons	n2	Reasons	reason	0
therefore	therefore	av	therefore	therefore	0
,	,	,	,	,	0
the	the	dt	the	the	0
Au	Au	fw-fr	Au	au	0
∣	∣	sy	∣	∣	0
thor	thor	n1	thor	thor	0
humbly	humbly	av-j	humbly	humble	0
appeals	appeals	vvz	appeals	appeal	0
;	;	;	;	;	0
And	And	cc	And	and	0
what	what	r-crq	what	what	0
Book	Book	n1	Book	book	0
or	or	cc	or	or	0
Author	Author	n1	Author	author	0
would	would	vmd	would	will	0
desire	desire	vvi	desire	desire	0
to	to	pc-acp	to	to	0
live	live	vvi	live	live	0
,	,	,	,	,	0
if	if	cs	if	if	0
cast	cast	vvn	cast	cast	0
and	and	cc	and	and	0
condemn'd	condemn'd	vvn	condemned	condemn	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
Judges	Judges	n2	Judges	judge	0
?	?	?	?	?	1
And	And	cc	And	and	0
who	who	q-crq	who	who	0
dare	dare	vvb	dare	dare	0
condemn	condemn	vvi	condemn	condemn	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
your	your	po22	your	your	0
better	better	jc	better	better	0
Judgments	Judgments	n2	Judgments	judgement	0
think	think	vvb	think	think	0
meet	meet	j	meet	meet	0
to	to	pc-acp	to	to	0
save	save	vvi	save	save	0
?	?	?	?	?	1
These	These	np1	These	Theise	0
following	following	vvg	following	follow	0
Essays	Essays	n2	Essays	essay	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
seasonable	seasonable	j	seasonable	seasonable	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
ject	ject	n1	ject	ject	0
matter	matter	n1	matter	matter	0
inquired	inquired	vvn	inquired	inquire	0
into	into	p-acp	into	into	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
,	,	,	,	,	0
if	if	cs	if	if	0
for	for	p-acp	for	for	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
dexterity	dexterity	n1	dexterity	dexterity	0
,	,	,	,	,	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
ill	ill	av-jn	ill	ill	0
handled	handled	vvn	handled	handle	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
discourage	discourage	vvi	discourage	discourage	0
this	this	d	this	this	0
well-meant	well-meant	j	well-meant	well-meant	0
and	and	cc	and	and	0
humble	humble	j	humble	humble	0
attempt	attempt	n1	attempt	attempt	0
(	(	(	(	(	0
here	here	av	here	here	0
laid	laid	vvn	laid	lay	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
Feet	Feet	n2	Feet	foot	0
)	)	)	)	)	0
since	since	c-acp	since	since	0
(	(	(	(	(	0
at	at	p-acp	at	at	0
worst	worst	js	worst	worst	0
)	)	)	)	)	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
serve	serve	vvi	serve	serve	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Prompter	Prompter	n1	Prompter	prompter	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
better	better	jc	better	better	0
Heads	Heads	n2	Heads	head	0
in	in	p-acp	in	in	0
mind	mind	n1	mind	mind	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
better	better	jc	better	better	0
Tongues	Tongues	n2	Tongues	tongue	0
at	at	p-acp	at	at	0
work	work	n1	work	work	0
to	to	pc-acp	to	to	0
discourse	discourse	vvi	discourse	discourse	0
the	the	dt	the	the	0
point	point	n1	point	point	0
more	more	av-dc	more	more	0
accurately	accurately	av-j	accurately	accurate	0
within	within	p-acp	within	within	0
your	your	po22	your	your	0
Walls	Walls	n2	Walls	wall	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
now	now	av	now	now	0
only	only	av-j	only	only	0
A	A	dt	A	a	0
Speech	Speech	n1	Speech	speech	0
without-Doors	without-Doors	n2	without-Doors	without-door	0
,	,	,	,	,	0
by	by	p-acp	by	by	1
