THe	THe	dt	THe	the	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
You	You	pn22	You	you	0
length	length	n1	length	length	0
of	of	pp-f	of	of	0
dayes	dayes	n2	days	day	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
Temporall	Temporall	j	Temporal	temporal	0
Happinesse	Happinesse	n1	Happiness	happiness	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
World	World	n1	World	world	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
heap	heap	vvi	heap	heap	0
upon	upon	p-acp	upon	upon	0
You	You	pn22	You	you	0
Eternall	Eternall	j	Eternal	eternal	0
Blessings	Blessings	n2	Blessings	blessing	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
World	World	n1	World	world	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
:	:	:	:	:	0
To	To	pc-acp	To	to	0
powre	powre	vvi	pour	power	0
out	out	av	out	out	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
benigne	benigne	j	benign	benign	0
and	and	cc	and	and	0
pretious	pretious	j	precious	precious	0
influence	influence	n1	influence	influence	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Grace	Grace	n1	Grace	grace	0
upon	upon	p-acp	upon	upon	0
Your	Your	po22	Your	your	0
flourish	flourish	n1	flourish	flourish	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
Estates	Estates	n2	Estates	estate	0
&	&	cc	&	and	0
Provinces	Provinces	n2	Provinces	province	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
blesse	blesse	vvi	bless	bless	0
all	all	d	all	all	0
Your	Your	po22	Your	your	0
worthy	worthy	j	worthy	worthy	0
undertakings	undertakings	n2-vvg	undertakings	undertake	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
make	make	vvb	make	make	0
You	You	pn22	You	you	0
proceed	proceed	vvb	proceed	proceed	0
as	as	c-acp	as	as	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
begun	begun	vvn	begun	begin	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
You	You	pn22	You	you	0
ever	ever	av	ever	ever	0
∣	∣	sy	∣	∣	0
more	more	dc	more	more	0
Victory	Victory	n1	Victory	victory	0
over	over	p-acp	over	over	0
all	all	d	all	all	0
Your	Your	po22	Your	your	0
Enemies	Enemies	n2	Enemies	enemy	0
,	,	,	,	,	0
both	both	d	both	both	0
Spirituall	Spirituall	j	Spiritual	spiritual	0
and	and	cc	and	and	0
Tem	Tem	fw-la	Tem	tem	0
∣	∣	sy	∣	∣	0
porall	porall	n1	porall	porall	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
Your	Your	po22	Your	your	0
Signories	Signories	n2	Seignories	signory	0
may	may	vmb	may	may	0
continue	continue	vvi	continue	continue	0
as	as	p-acp	as	as	0
firm	firm	j	firm	firm	0
and	and	cc	and	and	0
stable	stable	j	stable	stable	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Heavens	Heavens	n2	Heavens	heaven	0
.	.	.	.	.	1
So	So	np1	So	So	0
prayeth	prayeth	vvz	prayeth	pray	0
he	he	pns31	he	he	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
ever	ever	av	ever	ever	0
Obliged	Obliged	vvn	Obliged	oblige	0
to	to	pc-acp	to	to	0
remain	remain	vvi	remain	remain	0
,	,	,	,	,	1
