O	O	sy	O	o	0
exceeding	exceeding	vvg	exceeding	exceed	0
glad	glad	j	glad	glad	0
;	;	;	;	;	0
let	let	vvb	let	let	0
all	all	d	all	all	0
the	the	dt	the	the	0
upright	upright	j	upright	upright	0
in	in	p-acp	in	in	0
heart	heart	n1	heart	heart	0
put	put	vvn	put	put	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
garment	garment	n1	garment	garment	0
of	of	pp-f	of	of	0
Praises	Praises	n2	Praises	praise	0
and	and	cc	and	and	0
Deliverance	Deliverance	n1	Deliverance	deliverance	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Day	Day	n1	Day	day	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
that	that	cst	that	that	0
Antichrist	Antichrist	np1	Antichrist	Antichrist	0
(	(	(	(	(	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
his	his	po31	his	his	0
Strength	Strength	n1	Strength	strength	0
and	and	cc	and	and	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
Force	Force	n1	Force	force	0
and	and	cc	and	and	0
Policy	Policy	n1	Policy	policy	0
)	)	)	)	)	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
hissing	hissing	j-vvg	hissing	hiss	0
,	,	,	,	,	0
and	and	cc	and	and	0
reproach	reproach	n1	reproach	reproach	0
,	,	,	,	,	0
and	and	cc	and	and	0
shame	shame	n1	shame	shame	0
,	,	,	,	,	0
and	and	cc	and	and	0
contempt	contempt	n1	contempt	contempt	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Most	Most	av-ds	Most	most	0
High	High	j	High	high	0
,	,	,	,	,	0
and	and	cc	and	and	0
amongst	amongst	p-acp	among	among	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
God	God	np1	God	God	0
Omni	Omni	fw-la	Omni	omni	0
∣	∣	sy	∣	∣	0
potent	potent	j	potent	potent	0
doth	doth	vdz	does	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
must	must	vmb	must	must	0
Reign	Reign	vvi	Reign	reign	0
and	and	cc	and	and	0
Rule	Rule	vvi	Rule	rule	0
in	in	p-acp	in	in	0
Dominion	Dominion	n1	Dominion	dominion	0
,	,	,	,	,	0
and	and	cc	and	and	0
Glory	Glory	n1	Glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
Power	Power	n1	Power	power	0
,	,	,	,	,	0
over	over	p-acp	over	over	0
All	All	d	All	all	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
ever	ever	av	ever	ever	0
,	,	,	,	,	0
and	and	cc	and	and	0
evermore	evermore	av	evermore	evermore	0
.	.	.	.	.	1
London	London	np1	London	London	0
this	this	d	this	this	0
12th	12th	ord	12th	12th	0
.	.	.	.	.	1
Month	Month	n1	Month	month	0
,	,	,	,	,	0
1661.	1661.	crd	1661.	1661.	1
