PLutarch	PLutarch	ng1	PLutarch	plutarch	0
hitherto	hitherto	av	hitherto	hitherto	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
common	common	j	common	common	0
vse	vse	n1	use	use	0
neuer	neuer	av-x	never	never	0
could	could	vmd	could	can	0
doe	doe	vdi	do	do	0
.	.	.	.	.	1
VVhere	VVhere	c-crq	Where	where	0
∣	∣	sy	∣	∣	0
in	in	n1	in	inn	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
already	already	av	already	already	0
the	the	dt	the	the	0
allowance	allowance	n1	allowance	allowance	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
among	among	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
esteemed	esteemed	vvn	esteemed	esteem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
skill	skill	n1	skill	skill	0
and	and	cc	and	and	0
practise	practise	vvi	practise	practise	0
:	:	:	:	:	0
And	And	cc	And	and	0
very	very	av	very	very	0
willing	willing	j	willing	willing	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
to	to	pc-acp	to	to	0
stand	stand	vvi	stand	stand	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
iudge	iudge	n1	judge	judge	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
of	of	pp-f	of	of	0
like	like	j	like	like	0
skill	skill	n1	skill	skill	0
.	.	.	.	.	1
A	A	dt	A	a	0
true	true	j	true	true	0
prouerbe	prouerbe	n1	proverb	proverb	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
;	;	;	;	;	0
he	he	pns31	he	he	0
which	which	r-crq	which	which	0
buildeth	buildeth	vvz	builds	build	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
market-place	market-place	n1	marketplace	marketplace	0
,	,	,	,	,	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
sure	sure	j	sure	sure	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
controwlers	controwlers	n2	controllers	controller	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
worke	worke	n1	work	work	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
made	made	vvd	made	make	0
me	me	pno11	me	i	0
stand	stand	vvi	stand	stand	0
long	long	av-j	long	long	0
in	in	p-acp	in	in	0
suspence	suspence	n1	suspense	suspense	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
suppresse	suppresse	vvi	suppress	suppress	0
,	,	,	,	,	0
or	or	cc	or	or	0
set	set	vvd	set	set	0
foorth	foorth	av	forth	forth	0
these	these	d	these	these	0
conclu	conclu	n1	conclu	conclu	0
∣	∣	sy	∣	∣	0
sions	sions	n1	zions	zions	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
their	their	po32	their	their	0
trueth	trueth	n1	truth	truth	0
,	,	,	,	,	0
their	their	po32	their	their	0
commodious	commodious	j	commodious	commodious	0
vse	vse	n1	use	use	0
,	,	,	,	,	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
good	good	j	good	good	0
acceptance	acceptance	n1	acceptance	acceptance	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
among	among	p-acp	among	among	0
those	those	d	those	those	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
better	better	jc	better	better	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
I	I	pns11	I	i	0
nothing	nothing	pix	nothing	nothing	0
doubted	doubted	vvd	doubted	doubt	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
how	how	c-crq	how	how	0
strange	strange	j	strange	strange	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
seeme	seeme	vvi	seem	seem	0
vnto	vnto	p-acp	unto	unto	0
some	some	d	some	some	0
,	,	,	,	,	0
that	that	cst	that	that	0
a	a	dt	a	a	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
calling	calling	n-vvg	calling	call	0
should	should	vmd	should	shall	0
deale	deale	vvi	deal	deal	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Argument	Argument	n1	Argument	argument	0
;	;	;	;	;	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
deede	deede	n1	deed	deed	0
did	did	vdd	did	do	0
a	a	av	a	a	0
lit	lit	vvn	lit	light	0
∣	∣	sy	∣	∣	0
tle	tle	j	tle	tle	0
trouble	trouble	n1	trouble	trouble	0
me	me	pno11	me	i	0
;	;	;	;	;	0
easily	easily	av-j	easily	easy	0
coniecturing	coniecturing	vvg	conjecturing	conjecture	0
that	that	cst	that	that	0
many	many	d	many	many	0
woulde	woulde	vmd	would	will	0
thinke	thinke	vvi	think	think	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
forgotten	forgotten	vvn	forgotten	forget	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
walked	walked	vvd	walked	walk	0
herein	herein	av	herein	herein	0
beyond	beyond	p-acp	beyond	beyond	0
the	the	dt	the	the	0
bounds	bounds	n2	bounds	bound	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
profession	profession	n1	profession	profession	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
profession	profession	n1	profession	profession	0
,	,	,	,	,	0
I	I	pns11	I	i	0
thanke	thanke	vvb	thank	thank	0
God	God	np1	God	God	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
exerci	exerci	fw-fr	exerci	exerci	0
∣	∣	sy	∣	∣	0
sed	sed	fw-la	sed	sed	0
the	the	dt	the	the	0
preaching	preaching	vvg	preaching	preach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
nowe	nowe	av	now	now	0
these	these	d	these	these	0
twentie	twentie	crd	twentie	twenty	0
yeeres	yeeres	n2	years	year	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
Countrey	Countrey	n1	Country	country	0
where	where	c-crq	where	where	0
both	both	d	both	both	0
Preachers	Preachers	n2	Preachers	preacher	0
and	and	cc	and	and	0
Go	Go	vvb	Go	go	0
∣	∣	sy	∣	∣	0
spell	spell	n1	spell	spell	0
haue	haue	vhb	have	have	0
some	some	d	some	some	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
aduersaries	aduersaries	n2	adversaries	adversary	0
:	:	:	:	:	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
trust	trust	vvb	trust	trust	0
that	that	cst	that	that	0
my	my	po11	my	my	0
trauaile	trauaile	n1	travail	travail	0
therein	therein	av	therein	therein	0
hath	hath	vhz	hath	have	0
not	not	xx	not	not	0
bin	bin	vbn	been	be	0
such	such	d	such	such	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
greatly	greatly	av-j	greatly	great	0
neede	neede	n1	need	need	0
be	be	vbb	be	be	0
ashamed	ashamed	j	ashamed	ashamed	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
or	or	cc	or	or	0
can	can	vmb	can	can	0
iustly	iustly	av-j	justly	just	0
be	be	vbi	be	be	0
chalenged	chalenged	vvd	challenged	challenge	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
euer	euer	av	ever	ever	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
man	man	n1	man	man	0
carelesse	carelesse	j	careless	careless	0
,	,	,	,	,	0
neglected	neglected	vvd	neglected	neglect	0
my	my	po11	my	my	0
calling	calling	n-vvg	calling	call	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
recording	recording	vvg	recording	record	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
dispersion	dispersion	n1	dispersion	dispersion	0
of	of	pp-f	of	of	0
Nations	Nations	n2	Nations	nation	0
came	came	vvd	came	come	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
confusion	confusion	n1	confusion	confusion	0
of	of	pp-f	of	of	0
Languages	Languages	n2	Languages	language	0
:	:	:	:	:	0
vpon	vpon	p-acp	upon	upon	0
which	which	r-crq	which	which	0
occasion	occasion	n1	occasion	occasion	0
,	,	,	,	,	0
they	they	pns32	they	they	0
spread	spread	vvd	spread	spread	0
themselues	themselues	px32	themselves	themselves	0
ouer	ouer	p-acp	over	over	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
earth	earth	n1	earth	earth	0
;	;	;	;	;	0
yea	yea	uh	yea	yea	0
and	and	cc	and	and	0
planted	planted	vvn	planted	plant	0
themselues	themselues	px32	themselves	themselves	0
(	(	(	(	(	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
most	most	av-ds	most	most	0
strange	strange	j	strange	strange	0
vnto	vnto	p-acp	unto	unto	0
our	our	po12	our	our	0
Capacitie	Capacitie	n1	Capacity	capacity	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
ceeding	ceeding	av-vvg	ceeding	ceed	0
remote	remote	j	remote	remote	0
Ilands	Ilands	n2	Lands	land	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Ocean	Ocean	n1	Ocean	ocean	0
Sea	Sea	n1	Sea	sea	0
:	:	:	:	:	0
and	and	cc	and	and	0
conside	conside	av-an	conside	conside	0
∣	∣	sy	∣	∣	0
ring	ring	n1	ring	ring	0
that	that	cst	that	that	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
languages	languages	n2	languages	language	0
groweth	groweth	vvz	grows	grow	0
by	by	p-acp	by	by	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
tercourse	tercourse	n1	tercourse	tercourse	0
and	and	cc	and	and	0
mutuall	mutuall	j	mutual	mutual	0
accesse	accesse	n1	access	access	0
;	;	;	;	;	0
I	I	pns11	I	i	0
perceaued	perceaued	vvd	perceived	perceive	0
that	that	cst	that	that	0
God	God	np1	God	God	0
nowe	nowe	av	now	now	0
towardes	towardes	p-acp	towards	towards	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
worlde	worlde	n1	world	world	0
,	,	,	,	,	0
had	had	vhd	had	have	0
ordeyned	ordeyned	vvn	ordained	ordain	0
the	the	dt	the	the	0
sayling	sayling	j-vvg	sailing	sail	0
Compasse	Compasse	n1	Compass	compass	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
notable	notable	j	notable	notable	0
meanes	meanes	n2	means	mean	0
and	and	cc	and	and	0
Instrument	Instrument	n1	Instrument	instrument	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
entercourse	entercourse	n1	intercourse	intercourse	0
;	;	;	;	;	0
euen	euen	av	even	even	0
thereby	thereby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
ioyne	ioyne	vvi	join	join	0
dispersed	dispersed	j-vvn	dispersed	disperse	0
Nations	Nations	n2	Nations	nation	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
Ciuill	Ciuill	j	Civil	civil	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
Cosmopoliticall	Cosmopoliticall	j	Cosmopolitical	cosmopolitical	0
vnion	vnion	n1	union	union	0
of	of	pp-f	of	of	0
humane	humane	j	humane	humane	0
societie	societie	n1	society	society	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
Christian	Christian	np1	Christian	Christian	0
hope	hope	n1	hope	hope	0
bindeth	bindeth	vvz	binds	bind	0
vs	vs	pno12	us	we	0
to	to	pc-acp	to	to	0
thinke	thinke	vvi	think	think	0
)	)	)	)	)	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
faith	faith	n1	faith	faith	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
and	and	cc	and	and	0
mysticall	mysticall	j	mystical	mystical	0
fellowship	fellowship	n1	fellowship	fellowship	0
of	of	pp-f	of	of	0
that	that	cst	that	that	0
Heauenly	Heauenly	j	Heavenly	heavenly	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
:	:	:	:	:	0
And	And	cc	And	and	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
meanes	meanes	n2	means	mean	0
hereof	hereof	av	hereof	hereof	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
mutuall	mutuall	j	mutual	mutual	0
amitie	amitie	n1	amity	amity	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
tweene	tweene	p-acp	tween	between	0
people	people	n1	people	people	0
and	and	cc	and	and	0
people	people	n1	people	people	0
,	,	,	,	,	0
though	though	cs	though	though	0
neuer	neuer	av-x	never	never	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
sepa	sepa	n1	sepa	sepa	0
∣	∣	sy	∣	∣	0
rated	rated	j-vvn	rated	rate	0
;	;	;	;	;	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
this	this	d	this	this	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
leading	leading	j-vvg	leading	lead	0
guide	guide	n1	guide	guide	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
carrie	carrie	vvi	carry	carry	0
the	the	dt	the	the	0
sound	sound	n1	found	sound	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
band	band	n1	band	band	0
of	of	pp-f	of	of	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
di	di	fw-it	di	di	0
∣	∣	sy	∣	∣	0
spersed	spersed	j-vvn	dispersed	disperse	0
Islands	Islands	n2	Islands	island	0
and	and	cc	and	and	0
out-Angles	out-Angles	np2	out-Angles	out-angle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
(	(	(	(	(	0
For	For	c-acp	For	for	0
God	God	np1	God	God	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Apostle	Apostle	n1	Apostle	apostle	0
speaketh	speaketh	vvz	speaks	speak	0
)	)	)	)	)	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
all	all	d	all	all	0
mankind	mankind	n1	mankind	mankind	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
blood	blood	n1	blood	blood	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
dwell	dwell	vvi	dwell	dwell	0
vpon	vpon	p-acp	upon	upon	0
all	all	d	all	all	0
the	the	dt	the	the	0
face	face	n1	face	face	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Earth	Earth	n1	Earth	earth	0
;	;	;	;	;	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
assigned	assigned	vvn	assigned	assign	0
the	the	dt	the	the	0
times	times	n2	times	time	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
ordeined	ordeined	vvn	ordained	ordain	0
before	before	a-acp	before	before	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
boundes	boundes	n2	bounds	bound	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
habitation	habitation	n1	habitation	habitation	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
seeke	seeke	vvi	seek	seek	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
:	:	:	:	:	0
)	)	)	)	)	0
weighing	weighing	vvg	weighing	weigh	0
(	(	(	(	(	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
)	)	)	)	)	0
this	this	d	this	this	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
God	God	np1	God	God	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
infinite	infinite	j	infinite	infinite	0
wisedome	wisedome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
vnspeakeable	vnspeakeable	j	unspeakable	unspeakable	0
loue	loue	n1	love	love	0
toward	toward	p-acp	towards	towards	0
mankind	mankind	n1	mankind	mankind	0
,	,	,	,	,	0
had	had	vhd	had	have	0
appointed	appointed	vvn	appointed	appoint	0
this	this	d	this	this	0
simple	simple	j	simple	simple	0
In	In	p-acp	In	in	0
∣	∣	sy	∣	∣	0
strument	strument	n1	strument	strument	0
in	in	p-acp	in	in	0
shewe	shewe	n1	show	show	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
matters	matters	n2	matters	matter	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
mirable	mirable	j	mirable	mirable	0
importance	importance	n1	importance	importance	0
;	;	;	;	;	0
that	that	cst	that	that	0
the	the	dt	the	the	0
wisedome	wisedome	n1	wisdom	wisdom	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
wan	wan	vvd	won	win	0
∣	∣	sy	∣	∣	0
ting	ting	n1	ting	thing	0
this	this	d	this	this	0
one	one	crd	one	one	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
Instruments	Instruments	n2	Instruments	instrument	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
coulde	coulde	vmd	could	can	0
not	not	xx	not	not	0
possibly	possibly	av-j	possibly	possible	0
haue	haue	vhi	have	have	0
done	done	vdn	done	do	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
therefore	therefore	av	therefore	therefore	0
iudge	iudge	vvi	judge	judge	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
matter	matter	n1	matter	matter	0
not	not	xx	not	not	0
vnfit	vnfit	j	unfit	unfit	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Preacher	Preacher	n1	Preacher	preacher	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Go	Go	vvb	Go	go	0
∣	∣	sy	∣	∣	0
spel	spel	n1	spell	spell	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
helping	helping	j-vvg	helping	help	0
hand	hand	n1	hand	hand	0
for	for	p-acp	for	for	0
aduaūcing	aduaūcing	vvg	advancing	advance	0
a	a	dt	a	a	0
Faculty	Faculty	n1	Faculty	faculty	0
that	that	cst	that	that	0
so	so	av	so	so	0
much	much	d	much	much	0
tendeth	tendeth	vvz	tendeth	tend	0
to	to	p-acp	to	to	0
Gods	Gods	npg1	Gods	God	0
glorie	glorie	n1	glory	glory	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
spreading	spreading	n-vvg	spreading	spread	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
.	.	.	.	.	1
Nowe	Nowe	av	Now	now	0
if	if	cs	if	if	0
this	this	d	this	this	0
be	be	vbb	be	be	0
not	not	xx	not	not	0
against	against	p-acp	against	against	0
Diuinitie	Diuinitie	n1	Divinity	divinity	0
,	,	,	,	,	0
doubtlesse	doubtlesse	av-j	doubtless	doubtless	0
to	to	pc-acp	to	to	0
preserue	preserue	vvi	preserve	preserve	0
men	men	n2	men	man	0
from	from	p-acp	from	from	0
danger	danger	n1	danger	danger	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
the	the	dt	the	the	0
wanderer	wanderer	n1	wanderer	wanderer	0
,	,	,	,	,	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
against	against	p-acp	against	against	0
humanitie	humanitie	n1	humanity	humanity	0
:	:	:	:	:	0
Against	Against	p-acp	Against	against	0
the	the	dt	the	the	0
duetie	duetie	n1	duty	duty	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Subiect	Subiect	n-jn	Subject	subject	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
that	that	d	that	that	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
her	her	po31	her	her	0
Maiesties	Maiesties	ng1	Majesties	majesty	0
power	power	n1	power	power	0
is	is	vbz	is	be	0
augmen	augmen	n2	augmen	augman	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
,	,	,	,	,	0
and	and	cc	and	and	0
her	her	po31	her	her	0
Royall	Royall	j	Royal	royal	0
name	name	n1	name	name	0
continually	continually	av-j	continually	continual	0
caried	caried	vvn	carried	carry	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
quarters	quarters	n2	quarters	quarter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
Finally	Finally	av-j	Finally	final	0
against	against	p-acp	against	against	0
my	my	po11	my	my	0
duetie	duetie	n1	duty	duty	0
in	in	p-acp	in	in	0
ge	ge	zz	ge	ge	0
∣	∣	sy	∣	∣	0
nerall	nerall	n1	nerall	nerall	0
towards	towards	p-acp	towards	towards	0
my	my	po11	my	my	0
natiue	natiue	j-jn	native	native	0
Countrey	Countrey	n1	Country	country	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
ende	ende	vvi	end	end	0
∣	∣	sy	∣	∣	0
uour	uour	n1	uour	uour	0
what	what	q-crq	what	what	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
lieth	lieth	vvz	lies	lie	0
,	,	,	,	,	0
the	the	dt	the	the	0
good	good	j	good	good	0
encreasing	encreasing	n-vvg	increasing	increase	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
skill	skill	n1	skill	skill	0
,	,	,	,	,	0
whereon	whereon	c-crq	whereon	whereon	0
dependeth	dependeth	vvz	dependeth	depend	0
a	a	dt	a	a	0
great	great	j	great	great	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
prosperi	prosperi	fw-la	prosperi	prosperi	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Realme	Realme	n1	Realm	realm	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
this	this	d	this	this	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
worke	worke	n1	work	work	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
degree	degree	n1	degree	degree	0
performed	performed	vvd	performed	perform	0
all	all	d	all	all	0
these	these	d	these	these	0
,	,	,	,	,	0
my	my	po11	my	my	0
part	part	n1	part	part	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
,	,	,	,	,	0
(	(	(	(	(	0
though	though	cs	though	though	0
I	I	pns11	I	i	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
mere	mere	j	mere	mere	0
stranger	stranger	n1	stranger	stranger	0
,	,	,	,	,	0
)	)	)	)	)	0
of	of	pp-f	of	of	0
very	very	av	very	very	0
right	right	j-jn	right	right	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
and	and	cc	and	and	0
appro	appro	fw-la	appro	appro	0
∣	∣	sy	∣	∣	0
priate	priate	j	priate	priate	0
it	it	pn31	it	it	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
then	then	av	then	then	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
o	o	sy	oh	o	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
:	:	:	:	:	0
Because	Because	c-acp	Because	because	0
your	your	po22	your	your	0
sincere	sincere	j	sincere	sincere	0
loue	loue	n1	love	love	0
towardes	towardes	p-acp	towards	towards	0
our	our	po12	our	our	0
Coun	Coun	vvb	Con	con	0
∣	∣	sy	∣	∣	0
trey	trey	n1	trey	trey	0
,	,	,	,	,	0
your	your	po22	your	your	0
duetifull	duetifull	j	dutiful	dutiful	0
and	and	cc	and	and	0
loyall	loyall	j	loyal	loyal	0
affection	affection	n1	affection	affection	0
towardes	towardes	p-acp	towards	towards	0
her	her	po31	her	her	0
gracious	gracious	j	gracious	gracious	0
Maiestie	Maiestie	n1	Majesty	majesty	0
,	,	,	,	,	0
your	your	po22	your	your	0
humanitie	humanitie	n1	humanity	humanity	0
so	so	av	so	so	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
honour	honour	n1	honour	honour	0
towards	towards	p-acp	towards	towards	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
proceeding	proceeding	vvg	proceeding	proceed	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
vnfained	vnfained	j	unfeigned	unfeigned	0
feare	feare	n1	fear	fear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
continually	continually	av-j	continually	continual	0
encreasing	encreasing	j-vvg	increasing	increase	0
,	,	,	,	,	0
encreaseth	encreaseth	vvz	increases	increase	0
like	like	av-j	like	like	0
∣	∣	sy	∣	∣	0
wise	wise	j	wise	wise	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
,	,	,	,	,	0
)	)	)	)	)	0
doeth	doeth	vdz	doth	do	0
in	in	p-acp	in	in	0
such	such	d	such	such	0
plentifull	plentifull	j	plentiful	plentiful	0
measure	measure	n1	measure	measure	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
abounde	abounde	vvb	abound	abound	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
appeale	appeale	vvi	appeal	appeal	0
vnto	vnto	p-acp	unto	unto	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
su	su	n1	sum	sum	0
∣	∣	sy	∣	∣	0
preme	preme	j	preme	preme	0
Iudge	Iudge	n1	Judge	judge	0
of	of	pp-f	of	of	0
consciences	consciences	n2	consciences	conscience	0
,	,	,	,	,	0
&	&	cc	&	and	0
the	the	dt	the	the	0
