IT	IT	pn31	IT	it	0
at	at	p-acp	at	at	0
∣	∣	sy	∣	∣	0
tempt	tempt	vvi	tempt	tempt	0
it	it	pn31	it	it	0
the	the	dt	the	the	0
second	second	ord	second	second	0
time	time	n1	time	time	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
methods	methods	n2	methods	method	0
.	.	.	.	.	1
And	And	cc	And	and	0
some	some	d	some	some	0
grains	grains	n2	grains	grain	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
allowed	allowed	vvn	allowed	allow	0
me	me	pno11	me	i	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
speaking	speaking	vvg	speaking	speak	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Indignation	Indignation	n1	Indignation	indignation	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
justly	justly	av-j	justly	just	0
have	have	vhi	have	have	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
so	so	av	so	so	0
misrepor	misrepor	n1	misrepor	misrepor	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
;	;	;	;	;	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
year	year	n1	year	year	0
yet	yet	av	yet	yet	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
searched	searched	vvd	searched	search	0
a	a	dt	a	a	0
suspected	suspected	vvn	suspected	suspect	0
house	house	n1	house	house	0
for	for	p-acp	for	for	0
Jesuits	Jesuits	np2	Jesuits	Jesuit	0
,	,	,	,	,	0
pursuant	pursuant	n1	pursuant	pursuant	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Majesties	Majesties	ng1	Majesties	majesty	0
Procla	Procla	fw-fr	Procla	procla	0
∣	∣	sy	∣	∣	0
mation	mation	n1	mansion	mansion	0
,	,	,	,	,	0
within	within	p-acp	within	within	0
three	three	crd	three	three	0
weeks	weeks	n2	weeks	week	0
after	after	p-acp	after	after	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
assaulted	assaulted	vvn	assaulted	assault	0
by	by	p-acp	by	by	0
four	four	crd	four	four	0
men	men	n2	men	man	0
with	with	p-acp	with	with	0
Swords	Swords	n2	Swords	sword	0
and	and	cc	and	and	0
Pistols	Pistols	n2	Pistols	pistol	0
,	,	,	,	,	0
being	being	vbg	being	be	0
at	at	p-acp	at	at	0
supper	supper	n1	supper	supper	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
own	own	d	own	own	0
house	house	n1	house	house	0
;	;	;	;	;	0
what	what	q-crq	what	what	0
their	their	po32	their	their	0
design	design	n1	design	design	0
was	was	vbds	was	be	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
never	never	av-x	never	never	0
yet	yet	av	yet	yet	0
learn	learn	vvi	learn	learn	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
escaped	escaped	vvn	escaped	escape	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
convenient	convenient	j	convenient	convenient	0
back	back	n1	back	back	0
door	door	n1	door	door	0
,	,	,	,	,	0
I	I	pns11	I	i	0
believe	believe	vvb	believe	believe	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
made	made	vvn	made	make	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
Protestant	Protestant	n1	Protestant	protestant	0
.	.	.	.	.	1
You	You	pn22	You	you	0
are	are	vbr	are	be	0
my	my	po11	my	my	0
witnesses	witnesses	n2	witnesses	witness	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
readi	readi	n1	readi	readi	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
I	I	pns11	I	i	0
concurred	concurred	vvd	concurred	concur	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
same	same	d	same	same	0
time	time	n1	time	time	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
setting	setting	vvg	setting	set	0
up	up	a-acp	up	up	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Lecture	Lecture	n1	Lecture	lecture	0
(	(	(	(	(	0
our	our	po12	our	our	0
Bishop	Bishop	n1	Bishop	bishop	0
approving	approving	vvg	approving	approve	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
)	)	)	)	)	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
last	last	ord	last	last	0
Summer	Summer	n1	Summer	summer	0
half	half	j-jn	half	half	0
year	year	n1	year	year	0
in	in	p-acp	in	in	0
Sudbury	Sudbury	np1	Sudbury	Sudbury	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
met	met	vvd	met	meet	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
very	very	j	very	very	0
kind	kind	j	kind	kind	0
reception	reception	n1	reception	reception	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Town	Town	n1	Town	town	0
from	from	p-acp	from	from	0
first	first	ord	first	first	0
to	to	pc-acp	to	to	0
last	last	ord	last	last	0
.	.	.	.	.	1
We	We	pns12	We	we	0
agreed	agreed	vvd	agreed	agree	0
upon	upon	p-acp	upon	upon	0
that	that	d	that	that	0
place	place	n1	place	place	0
because	because	c-acp	because	because	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
many	many	d	many	many	0
Papists	Papists	njp2	Papists	papist	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
jacent	jacent	j	jacent	jacent	0
Towns	Towns	np1	Towns	Towns	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
ashamed	ashamed	j	ashamed	ashamed	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
known	known	vvn	known	know	0
that	that	d	that	that	0
our	our	po12	our	our	0
design	design	n1	design	design	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
Lecture	Lecture	n1	Lecture	lecture	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
bare	bare	j	bore	bare	0
opposing	opposing	vvg	opposing	oppose	0
of	of	pp-f	of	of	0
Popery	Popery	n1	Popery	popery	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
promote	promote	vvi	promote	promote	0
also	also	av	also	also	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
a	a	dt	a	a	0
better	better	jc	better	better	0
understan	understan	fw-mi	understan	understan	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
between	between	p-acp	between	between	0
Ʋs	Ʋs	n2	Ʋs	ʋ	0
and	and	cc	and	and	0
Dissenters	Dissenters	n2	Dissenters	dissenter	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
Perswasions	Perswasions	n2	Persuasions	persuasion	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
effected	effected	vvn	effected	effect	0
all	all	d	all	all	0
the	the	dt	the	the	0
Nation	Nation	n1	Nation	nation	0
over	over	a-acp	over	over	0
,	,	,	,	,	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
certainest	certainest	js	certainest	certain	0
way	way	n1	way	way	0
to	to	pc-acp	to	to	0
defeat	defeat	vvi	defeat	defeat	0
all	all	d	all	all	0
Romish	Romish	jp	Romish	romish	0
designs	designs	n2	designs	design	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
on	on	p-acp	on	on	0
foot	foot	n1	foot	foot	0
against	against	p-acp	against	against	0
us	us	pno12	us	we	0
.	.	.	.	.	1
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
so	so	av	so	so	0
vain	vain	j	vain	vain	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
imagine	imagine	vvi	imagine	imagine	0
,	,	,	,	,	0
that	that	cst	that	that	0
this	this	d	this	this	0
little	little	j	little	little	0
Narrative	Narrative	j-jn	Narrative	narrative	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
self	self	n1	self	self	0
will	will	vmb	will	will	0
satisfie	satisfie	vvi	satisfy	satisfy	0
evil	evil	j-jn	evil	evil	0
minded	minded	j-vvn	minded	mind	0
men	men	n2	men	man	0
,	,	,	,	,	0
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
I	I	pns11	I	i	0
rather	rather	av-c	rather	rather	0
sus	sus	fw-la	sus	sus	0
∣	∣	sy	∣	∣	0
pect	pect	n1	pect	pect	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
occasion	occasion	vvi	occasion	occasion	0
another	another	j-jn	another	another	0
Libel	Libel	n1	Libel	libel	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
advised	advised	vvn	advised	advise	0
to	to	pc-acp	to	to	0
despise	despise	vvi	despise	despise	0
that	that	d	that	that	0
,	,	,	,	,	0
rather	rather	av-c	rather	rather	0
than	than	cs	than	than	0
my	my	po11	my	my	0
Innocency	Innocency	n1	Innocency	innocency	0
(	(	(	(	(	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
Friends	Friends	ng1	Friends	friend	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
)	)	)	)	)	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
little	little	j	little	little	0
vindicated	vindicated	vvn	vindicated	vindicate	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
,	,	,	,	,	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
suffice	suffice	vvi	suffice	suffice	0
to	to	pc-acp	to	to	0
justifie	justifie	vvi	justify	justify	0
my	my	po11	my	my	0
Innocency	Innocency	n1	Innocency	innocency	0
,	,	,	,	,	0
if	if	cs	if	if	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
anticipate	anticipate	vvi	anticipate	anticipate	0
all	all	d	all	all	0
replies	replies	n2	replies	reply	0
,	,	,	,	,	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
offer	offer	vvi	offer	offer	0
this	this	d	this	this	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
considered	considered	vvn	considered	consider	0
of	of	pp-f	of	of	0
,	,	,	,	,	0
If	If	cs	If	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
imagined	imagined	vvn	imagined	imagine	0
,	,	,	,	,	0
that	that	cst	that	that	0
my	my	po11	my	my	0
Adversaries	Adversaries	n2	Adversaries	adversary	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
seem	seem	vvi	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
men	men	n2	men	man	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
great	great	j	great	great	0
mercy	mercy	n1	mercy	mercy	0
,	,	,	,	,	0
)	)	)	)	)	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
had	had	vhn	had	have	0
any	any	d	any	any	0
considerable	considerable	j	considerable	considerable	0
thing	thing	n1	thing	thing	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
gainst	gainst	p-acp	gainst	against	0
me	me	pno11	me	i	0
,	,	,	,	,	0
would	would	vmd	would	will	0
ever	ever	av	ever	ever	0
have	have	vhi	have	have	0
undertaken	undertaken	vvn	undertaken	undertake	0
a	a	dt	a	a	0
frivolous	frivolous	j	frivolous	frivolous	0
Indictment	Indictment	n1	Indictment	indictment	0
about	about	p-acp	about	about	0
an	an	dt	and	a	0
Oath	Oath	n1	Oath	oath	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
made	made	vvn	made	make	0
in	in	p-acp	in	in	0
Michaelmas	Michaelmas	np1	Michaelmas	Michaelmas	0
Term	Term	n1	Term	term	0
78.	78.	crd	78.	78.	0
which	which	r-crq	which	which	0
as	as	p-acp	as	as	0
it	it	pn31	it	it	0
slept	slept	vvd	slept	sleep	0
so	so	av	so	so	0
long	long	av-j	long	long	0
,	,	,	,	,	0
so	so	av	so	so	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
ever	ever	av	ever	ever	0
slept	slept	vvn	slept	sleep	0
in	in	p-acp	in	in	0
quiet	quiet	j-jn	quiet	quiet	0
,	,	,	,	,	0
onely	onely	av-j	only	only	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
Easter	Easter	n1	Easter	easter	0
Term	Term	n1	Term	term	0
last	last	ord	last	last	0
I	I	pns11	I	i	0
indicted	indicted	vvn	indicted	indict	0
a	a	dt	a	a	0
Friend	Friend	n1	Friend	friend	0
of	of	pp-f	of	of	0
theirs	theirs	png32	theirs	they	0
of	of	pp-f	of	of	0
Per	Per	fw-la	Per	per	0
∣	∣	sy	∣	∣	0
jury	jury	n1	jury	jury	0
,	,	,	,	,	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
might	might	vmd	might	may	0
very	very	av	very	very	0
well	well	av	well	well	0
have	have	vhb	have	have	0
slept	slept	vvn	slept	sleep	0
still	still	av	still	still	0
for	for	p-acp	for	for	0
any	any	d	any	any	0
harm	harm	n1	harm	harm	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
sworn	sworn	vvn	sworn	swear	0
nothing	nothing	pix	nothing	nothing	0
that	that	d	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
least	least	av-ds	least	least	0
contra	contra	fw-la	contra	contra	0
∣	∣	sy	∣	∣	0
dicts	dicts	vvz	dicts	dict	0
it	it	pn31	it	it	0
,	,	,	,	,	0
however	however	c-acp	however	however	0
it	it	pn31	it	it	0
happened	happened	vvd	happened	happen	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Grand	Grand	j	Grand	grand	0
Jury	Jury	n1	Jury	jury	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
perceive	perceive	vvi	perceive	perceive	0
it	it	pn31	it	it	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Oath	Oath	n1	Oath	oath	0
where	where	c-crq	where	where	0
they	they	pns32	they	they	0
lay	lay	vvd	lay	lie	0
any	any	d	any	any	0
stresse	stresse	n1	stress	stress	0
,	,	,	,	,	0
is	is	vbz	is	be	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
words	words	n2	words	word	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	a-acp	there	there	0
being	being	vbg	being	be	0
no	no	dx	no	no	0
Sessions	Sessions	n2	Sessions	session	0
for	for	p-acp	for	for	0
Ipswich	Ipswich	np1	Ipswich	Ipswich	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
customed	customed	j-vvn	customed	custom	0
time	time	n1	time	time	0
in	in	p-acp	in	in	0
July	July	np1	July	July	0
78.	78.	crd	78.	78.	1
I	I	pns11	I	i	0
desired	desired	vvd	desired	desire	0
the	the	dt	the	the	0
Magistrates	Magistrates	n2	Magistrates	magistrate	0
of	of	pp-f	of	of	0
Ipswich	Ipswich	np1	Ipswich	Ipswich	0
there	there	a-acp	there	there	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Sessions	Sessions	n2	Sessions	session	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
accustomed	accustomed	j-vvn	accustomed	accustom	0
time	time	n1	time	time	0
after	after	p-acp	after	after	0
Michael	Michael	np1	Michael	Michael	0
∣	∣	sy	∣	∣	0
mas	mas	n1	mass	mass	0
.	.	.	.	.	1
Now	Now	av	Now	now	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
sworn	sworn	vvn	sworn	swear	0
against	against	p-acp	against	against	0
me	me	pno11	me	i	0
that	that	d	that	that	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Sessions	Sessions	n2	Sessions	session	0
held	held	vvn	held	hold	0
at	at	p-acp	at	at	0
Ipswich	Ipswich	np1	Ipswich	Ipswich	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
10th	10th	ord	10th	10th	0
.	.	.	.	.	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
July	July	np1	July	July	0
78	78	crd	78	78	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
the	the	dt	the	the	0
accustomed	accustomed	j-vvn	accustomed	accustom	0
time	time	n1	time	time	0
than	than	cs	than	than	0
the	the	dt	the	the	0
10th	10th	ord	10th	10th	0
.	.	.	.	.	0
day	day	n1	day	day	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
Moneth	Moneth	n1	Month	month	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Statute	Statute	n1	Statute	statute	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
2d	2d	crd	2d	2d	0
.	.	.	.	.	0
of	of	pp-f	of	of	0
Henry	Henry	np1	Henry	Henry	0
the	the	dt	the	the	0
5th	5th	ord	5th	5th	0
.	.	.	.	.	0
ch	ch	n1	changed	chamber	0
.	.	.	.	.	1
4th	4th	ord	4th	four	0
.	.	.	.	.	0
will	will	vmb	will	will	0
satisfie	satisfie	vvi	satisfy	satisfy	0
any	any	d	any	any	0
man	man	n1	man	man	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
pains	pains	n2	pains	pain	0
to	to	pc-acp	to	to	0
consult	consult	vvi	consult	consult	0
the	the	dt	the	the	0
Almanack	Almanack	n1	Almanac	almanac	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
week	week	n1	week	week	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
Translation	Translation	n1	Translation	translation	0
of	of	pp-f	of	of	0
Tho.	Tho.	np1	Tho.	Tho.	0
the	the	dt	the	the	0
Martyr	Martyr	n1	Martyr	martyr	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Statute	Statute	n1	Statute	statute	0
calls	calls	vvz	calls	call	0
him	him	pno31	him	he	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
year	year	n1	year	year	0
.	.	.	.	.	1
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
say	say	vvi	say	say	0
the	the	dt	the	the	0
Grand	Grand	j	Grand	grand	0
Jury	Jury	n1	Jury	jury	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
foresee	foresee	vvi	foresee	foresee	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
found	found	vvn	found	find	0
the	the	dt	the	the	0
Bill	Bill	n1	Bill	bill	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
stantly	stantly	av-jn	stantly	stant	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
tryed	tryed	vvn	tried	try	0
by	by	p-acp	by	by	0
Libellers	Libellers	n2	Libellers	libeler	0
.	.	.	.	.	1
Whereas	Whereas	cs	Whereas	whereas	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
suggested	suggested	vvn	suggested	suggest	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
deserted	deserted	vvn	deserted	desert	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Protestant	Protestant	n1	Protestant	protestant	0
Clergy	Clergy	n1	Clergy	clergy	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
sure	sure	j	sure	sure	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
contrary	contrary	n-jn	contrary	contrary	0
.	.	.	.	.	1
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
see	see	vvi	see	see	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
preferring	preferring	n-vvg	preferring	prefer	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
friend	friend	n1	friend	friend	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
deserting	deserting	vvg	deserting	desert	0
of	of	pp-f	of	of	0
ano	ano	fw-la	ano	ano	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
;	;	;	;	;	0
we	we	pns12	we	we	0
live	live	vvb	live	live	0
as	as	p-acp	as	as	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
ready	ready	j	ready	ready	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
one	one	pi	one	one	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
publick	publick	j	public	public	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
have	have	vhb	have	have	0
opportunity	opportunity	n1	opportunity	opportunity	0
;	;	;	;	;	0
we	we	pns12	we	we	0
live	live	vvb	live	live	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
taught	taught	vvn	taught	teach	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
may	may	vmb	may	may	0
continue	continue	vvi	continue	continue	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
true	true	j	true	true	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
fear	fear	n1	fear	fear	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
humble	humble	j	humble	humble	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
our	our	po12	our	our	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
Brother	Brother	n1	Brother	brother	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Charity	Charity	n1	Charity	charity	0
one	one	crd	one	one	0
towards	towards	p-acp	towards	towards	0
another	another	n-jn	another	another	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
by	by	p-acp	by	by	0
well	well	av	well	well	0
doing	doing	vdg	doing	do	0
put	put	vvd	put	put	0
to	to	p-acp	to	to	0
silence	silence	n1	silence	silence	0
the	the	dt	the	the	0
ignorance	ignorance	n1	ignorance	ignorance	0
of	of	pp-f	of	of	0
foolish	foolish	j	foolish	foolish	0
men	men	n2	men	man	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
hearty	hearty	j	hearty	hearty	0
prayer	prayer	n1	prayer	prayer	0
of	of	pp-f	of	of	0
Hitcham	Hitcham	np1	Hitcham	Hitcham	0
,	,	,	,	,	0
Jan.	Jan.	np1	Jan.	Jan.	1
21.	21.	crd	21.	21.	0
1679.	1679.	crd	1679.	1679.	1
