FOrsmuch	FOrsmuch	av	FOrsmuch	forsmuch	0
Galen	Galen	np1	Galen	Galen	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
tongues	tongues	n2	tongues	tongue	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
not	not	xx	not	not	0
an	an	dt	and	a	0
Artist	Artist	n1	Artist	artist	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
reasonable	reasonable	j	reasonable	reasonable	0
knowledge	knowledge	n1	knowledge	knowledge	0
being	being	vbg	being	be	0
ioyned	ioyned	vvn	joined	join	0
with	with	p-acp	with	with	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
maketh	maketh	vvz	makes	make	0
the	the	dt	the	the	0
Artist	Artist	n1	Artist	artist	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
what	what	r-crq	what	what	0
tongue	tongue	n1	tongue	tongue	0
soeuer	soeuer	av	soever	soever	0
a	a	dt	a	a	0
man	man	n1	man	man	0
may	may	vmb	may	may	0
gather	gather	vvi	gather	gather	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
whether	whether	cs	whither	whether	0
it	it	pn31	it	it	0
be	be	vbi	be	be	0
Greke	Greke	jp	Greek	greek	0
,	,	,	,	,	0
Ebru	Ebru	np1	Ebru	Ebru	0
,	,	,	,	,	0
Latin	Latin	jp	Latin	latin	0
,	,	,	,	,	0
English	English	jp	English	english	0
,	,	,	,	,	0
or	or	cc	or	or	0
what	what	r-crq	what	what	0
other	other	j-jn	other	other	0
language	language	n1	language	language	0
soeuer	soeuer	av	soever	soever	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
same	same	d	same	same	0
knowledge	knowledge	n1	knowledge	knowledge	0
being	being	vbg	being	be	0
ioyned	ioyned	vvn	joined	join	0
with	with	p-acp	with	with	0
reason	reason	n1	reason	reason	0
and	and	cc	and	and	0
experience	experience	n1	experience	experience	0
,	,	,	,	,	0
maketh	maketh	vvz	makes	make	0
a	a	dt	a	a	0
perfect	perfect	j	perfect	perfect	0
Artist	Artist	n1	Artist	artist	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
my	my	po11	my	my	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
wish	wish	vvi	wish	wish	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
that	that	cst	that	that	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Chirurgion	Chirurgion	n1	Chirurgeon	chirurgeon	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
vnderstand	vnderstand	vvi	understand	understand	0
the	the	dt	the	the	0
tongues	tongues	n2	tongues	tongue	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
times	times	n2	times	time	0
past	past	p-acp	passed	past	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
more	more	av-dc	more	more	0
diligent	diligent	j	diligent	diligent	0
,	,	,	,	,	0
&	&	cc	&	and	0
careful	careful	j	careful	careful	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
their	their	po32	their	their	0
common	common	j	common	common	0
welthes	welthes	ng1	wealths	wealth	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
countries	countries	n2	countries	country	0
,	,	,	,	,	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
in	in	p-acp	in	in	0
ours	ours	png12	ours	we	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
meanes	meanes	n2	means	mean	0
whereof	whereof	c-crq	whereof	whereof	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
brought	brought	vvn	brought	bring	0
many	many	d	many	many	0
noble	noble	j	noble	noble	0
Artes	Artes	n2	Arts	art	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
tongues	tongues	n2	tongues	tongue	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
so	so	av	so	so	0
largely	largely	av-j	largely	large	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
English	English	jp	English	english	0
tongue	tongue	n1	tongue	tongue	0
.	.	.	.	.	1
Therefore	Therefore	av	Therefore	therefore	0
if	if	cs	if	if	0
the	the	dt	the	the	0
professors	professors	n2	professors	professor	0
of	of	pp-f	of	of	0
Chirurgerie	Chirurgerie	n1	Chirurgery	chirurgery	0
were	were	vbdr	were	be	0
learned	learned	vvn	learned	learn	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
tongues	tongues	n2	tongues	tongue	0
,	,	,	,	,	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
more	more	av-dc	more	more	0
easely	easely	av-j	easily	easy	0
vnderstand	vnderstand	vvi	understand	understand	0
the	the	dt	the	the	0
prin	prin	n1	prin	prin	0
∣	∣	sy	∣	∣	0
ciples	ciples	n2	ciples	ciple	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
Arte	Arte	n1	Art	art	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
true	true	j	true	true	0
diuisions	diuisions	n2	divisions	division	0
,	,	,	,	,	0
and	and	cc	and	and	0
definitions	definitions	n2	definitions	definition	0
which	which	r-crq	which	which	0
should	should	vmd	should	shall	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
readier	readier	jc	readier	ready	0
instruct	instruct	vvi	instruct	instruct	0
them	them	pno32	them	they	0
to	to	pc-acp	to	to	0
follow	follow	vvi	follow	follow	0
a	a	dt	a	a	0
true	true	j	true	true	0
methode	methode	n1	method	method	0
,	,	,	,	,	0
and	and	cc	and	and	0
this	this	d	this	this	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
one	one	crd	one	one	0
cause	cause	n1	cause	cause	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
moued	moued	vvn	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
most	most	ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
beseeching	beseeching	vvg	beseeching	beseech	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
these	these	d	these	these	0
bookes	bookes	n2	books	book	0
,	,	,	,	,	0
the	the	dt	the	the	0
fruites	fruites	n2	fruits	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
paine	paine	n1	pain	pain	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
trauailes	trauailes	n2	travails	travail	0
,	,	,	,	,	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
noble	noble	j	noble	noble	0
protection	protection	n1	protection	protection	0
,	,	,	,	,	0
&	&	cc	&	and	0
defend	defend	vvi	defend	defend	0
both	both	d	both	both	0
them	them	pno32	them	they	0
and	and	cc	and	and	0
me	me	pno11	me	i	0
your	your	po22	your	your	0
poore	poore	j	poor	poor	0
suppliant	suppliant	j-jn	suppliant	suppliant	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
mallice	mallice	n1	malice	malice	0
of	of	pp-f	of	of	0
busie	busie	j	busy	busy	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
tracters	tracters	n2	tracters	tracter	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
incouraged	incouraged	vvn	encouraged	encourage	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
knowledge	knowledge	n1	knowledge	knowledge	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
fur	fur	n1	fur	fur	0
∣	∣	sy	∣	∣	0
theraunce	theraunce	n1	theraunce	theraunce	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
as	as	c-acp	as	as	0
my	my	po11	my	my	0
duetie	duetie	n1	duty	duty	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
quireth	quireth	vvz	quireth	quire	0
to	to	pc-acp	to	to	0
pray	pray	vvi	pray	pray	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
almightie	almightie	j-jn	almighty	almighty	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
long	long	j	long	long	0
life	life	n1	life	life	0
,	,	,	,	,	0
perfect	perfect	j	perfect	perfect	0
health	health	n1	health	health	0
,	,	,	,	,	0
and	and	cc	and	and	0
dayly	dayly	av-j	daily	daily	0
increase	increase	vvi	increase	increase	0
of	of	pp-f	of	of	0
honour	honour	n1	honour	honour	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
my	my	po11	my	my	0
poore	poore	j	poor	poor	0
house	house	n1	house	house	0
in	in	p-acp	in	in	0
London	London	np1	London	London	0
,	,	,	,	,	0
the	the	dt	the	the	0
.vij.	.vij.	crd	vij	vij	0
of	of	pp-f	of	of	0
Nouemb.	Nouemb.	np1	Nouemb.	Nouemb.	1
1566.	1566.	crd	1566.	1566.	1
