FENCING	FENCING	vvg	FENCING	fence	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
for	for	p-acp	for	for	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
anie	anie	d	any	any	0
other	other	j-jn	other	other	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bodie	bodie	n1	body	body	0
.	.	.	.	.	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Romaine	Romaine	jp	Roman	roman	0
disci	disci	fw-la	disci	disci	0
∣	∣	sy	∣	∣	0
pline	pline	n1	pline	pline	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
longer	longer	av-jc	longer	long	0
then	then	cs	then	than	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
draw	draw	vvi	draw	draw	0
them	them	pno32	them	they	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
der	der	zf	der	there	0
their	their	po32	their	their	0
armes	armes	n2	arms	arm	0
,	,	,	,	,	0
or	or	cc	or	or	0
ouer	ouer	p-acp	over	over	0
their	their	po32	their	their	0
shoulders	shoulders	n2	shoulders	shoulder	0
.	.	.	.	.	1
I	I	pns11	I	i	0
call	call	vvb	call	call	0
or	or	cc	or	or	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
respectes	respectes	n2	respects	respect	0
,	,	,	,	,	0
I	I	pns11	I	i	0
rest	rest	vvb	rest	rest	0
assured	assured	vvd	assured	assure	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
vvill	vvill	vmb	will	will	0
vouchsafe	vouchsafe	vvi	vouchsafe	vouchsafe	0
to	to	pc-acp	to	to	0
receiue	receiue	vvi	receive	receive	0
vvith	vvith	p-acp	with	with	0
fauor	fauor	n1	favour	favour	0
and	and	cc	and	and	0
maintaine	maintaine	vvi	maintain	maintain	0
vvith	vvith	p-acp	with	with	0
honour	honour	n1	honour	honour	0
these	these	d	these	these	0
Paradoxes	Paradoxes	n2	Paradoxes	paradox	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
shrouded	shrouded	vvn	shrouded	shroud	0
vnder	vnder	p-acp	under	under	0
so	so	av	so	so	0
safe	safe	j	safe	safe	0
a	a	dt	a	a	0
shield	shield	n1	shield	shield	0
,	,	,	,	,	0
I	I	pns11	I	i	0
vvill	vvill	vmb	will	will	0
not	not	xx	not	not	0
doubt	doubt	vvi	doubt	doubt	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
maintaine	maintaine	vvi	maintain	maintain	0
vvith	vvith	p-acp	with	with	0
reason	reason	n1	reason	reason	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
vvise	vvise	j	wise	wise	0
,	,	,	,	,	0
and	and	cc	and	and	0
proue	proue	vvi	prove	prove	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
pra	pra	fw-la	pra	pra	0
∣	∣	sy	∣	∣	0
ctise	ctise	n1	ctise	ctise	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
ignorant	ignorant	j	ignorant	ignorant	0
,	,	,	,	,	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
certaine	certaine	j	certain	certain	0
defence	defence	n1	defence	defence	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Rapier	Rapier	n1	Rapier	rapier	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
great	great	j	great	great	0
aduantage	aduantage	n1	advantage	advantage	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
short	short	j	short	short	0
Sword	Sword	n1	Sword	sword	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
long	long	j	long	long	0
Rapier	Rapier	n1	Rapier	rapier	0
,	,	,	,	,	0
or	or	cc	or	or	0
all	all	d	all	all	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
Rapiers	Rapiers	n2	Rapiers	rapier	0
in	in	p-acp	in	in	0
generall	generall	n1	general	general	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
vvhat	vvhat	r-crq	what	what	0
length	length	n1	length	length	0
soeuer	soeuer	av	soever	soever	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	cst	that	that	0
the	the	dt	the	the	0
short	short	j	short	short	0
Staffe	Staffe	n1	Staff	staff	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
vauntage	vauntage	n1	vantage	vantage	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
long	long	j	long	long	0
Staffe	Staffe	n1	Staff	staff	0
of	of	pp-f	of	of	0
twelue	twelue	crd	twelue	twelve	0
,	,	,	,	,	0
foureteene	foureteene	crd	foureteene	fourteen	0
,	,	,	,	,	0
sixteene	sixteene	crd	sixteene	sixteen	0
or	or	cc	or	or	0
eighteene	eighteene	crd	eighteene	eighteen	0
foote	foote	n1	foot	foot	0
long	long	av-j	long	long	0
,	,	,	,	,	0
or	or	cc	or	or	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
length	length	n1	length	length	0
soeuer	soeuer	av	soever	soever	0
.	.	.	.	.	1
And	And	cc	And	and	0
against	against	p-acp	against	against	0
two	two	crd	two	two	0
men	men	n2	men	man	0
vvith	vvith	p-acp	with	with	0
their	their	po32	their	their	0
Swordes	Swordes	n2	Swords	sword	0
and	and	cc	and	and	0
Daggers	Daggers	n2	Daggers	dagger	0
,	,	,	,	,	0
or	or	cc	or	or	0
two	two	crd	two	two	0
Rapiers	Rapiers	n2	Rapiers	rapier	0
,	,	,	,	,	0
Poiniards	Poiniards	n2	Poigniards	poigniard	0
&	&	cc	&	and	0
Gantlets	Gantlets	n2	Gauntlets	gauntlet	0
,	,	,	,	,	0
or	or	cc	or	or	0
each	each	d	each	each	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
a	a	dt	a	a	0
case	case	n1	case	case	0
of	of	pp-f	of	of	0
Rapiers	Rapiers	n2	Rapiers	rapier	0
:	:	:	:	:	0
vvhich	vvhich	r-crq	which	which	0
vvhether	vvhether	cs	whether	whether	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
forme	forme	n1	form	form	0
or	or	cc	or	or	0
not	not	xx	not	not	0
,	,	,	,	,	0
I	I	pns11	I	i	0
submit	submit	vvb	submit	submit	0
for	for	p-acp	for	for	0
triall	triall	n1	trial	trial	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honors	Honors	ng1	Honours	honour	0
martiall	martiall	j	martial	martial	0
censure	censure	n1	censure	censure	0
,	,	,	,	,	0
being	being	vbg	being	be	0
at	at	p-acp	at	at	0
all	all	d	all	all	0
times	times	n2	times	time	0
readie	readie	j	ready	ready	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
good	good	j	good	good	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
vvhat	vvhat	r-crq	what	what	0
maner	maner	n1	manner	manner	0
,	,	,	,	,	0
and	and	cc	and	and	0
against	against	p-acp	against	against	0
vvhat	vvhat	r-crq	what	what	0
man	man	n1	man	man	0
soeuer	soeuer	av	soever	soever	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
stand	stand	vvi	stand	stand	0
vvith	vvith	p-acp	with	with	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
good	good	j	good	good	0
liking	liking	n-vvg	liking	like	0
to	to	pc-acp	to	to	0
appoint	appoint	vvi	appoint	appoint	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
mend	mend	vvb	mend	mend	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
vvisedome	vvisedome	n1	wisdom	wisdom	0
to	to	pc-acp	to	to	0
peruse	peruse	vvi	peruse	peruse	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Highest	Highest	js	Highest	high	0
to	to	pc-acp	to	to	0
protect	protect	vvi	protect	protect	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
health	health	n1	health	health	0
and	and	cc	and	and	0
happinesse	happinesse	n1	happiness	happiness	0
novve	novve	av	now	now	0
and	and	cc	and	and	0
euer	euer	av	ever	ever	0
.	.	.	.	.	1
