FOrasmuch	FOrasmuch	av	FOrasmuch	forasmuch	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
doeth	doeth	vdz	doth	do	0
receiue	receiue	vvi	receive	receive	0
so	so	av	so	so	0
much	much	av-d	much	much	0
hurt	hurt	vvn	hurt	hurt	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
rust	rust	n1	rust	rust	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Iron	Iron	n1	Iron	iron	0
dooth	dooth	vdz	doth	do	0
,	,	,	,	,	0
and	and	cc	and	and	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
cankered	cankered	vvn	cankered	canker	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
bloode	bloode	n1	blood	blood	0
of	of	pp-f	of	of	0
mankinde	mankinde	n1	mankind	mankind	0
,	,	,	,	,	0
and	and	cc	and	and	0
also	also	av	also	also	0
after	after	c-acp	after	after	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
it	it	pn31	it	it	0
cleane	cleane	av-j	clean	clean	0
againe	againe	av	again	again	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
annoint	annoint	vvb	anoint	anoint	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
marrow	marrow	n1	marrow	marrow	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
deere	deere	j-jn	deer	dear	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
hart	hart	n1	heart	hart	0
,	,	,	,	,	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
Oyle	Oyle	n1	Oil	oil	0
oliue	oliue	n1	olive	olive	0
,	,	,	,	,	0
or	or	cc	or	or	0
with	with	p-acp	with	with	0
Uineger	Uineger	n1	Vinegar	vinegar	0
min	min	fw-fr	min	min	0
∣	∣	sy	∣	∣	0
gled	gled	vvn	gled	gle	0
with	with	p-acp	with	with	0
Alom	Alom	np1	Alom	Alom	0
.	.	.	.	.	1
This	This	np1	This	This	0
the	the	dt	the	the	0
Cardinall	Cardinall	n1	Cardinal	cardinal	0
saith	saith	vvz	says	say	0
.	.	.	.	.	1
Monten̄ana	Monten̄ana	np1	Monten̄ana	Monten̄ana	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Counsell	Counsell	n1	Counsel	counsel	0
a	a	dt	a	a	0
hundreth	hundreth	ord	hundreth	hundred	0
sixtie	sixtie	crd	sixtie	sixty	0
one	one	pi	one	one	0
doeth	doeth	vdz	doth	do	0
put	put	vvi	put	put	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
great	great	j	great	great	0
secrete	secrete	j-jn	secret	secret	0
to	to	pc-acp	to	to	0
kill	kill	vvi	kill	kill	0
or	or	cc	or	or	0
quenche	quenche	vvi	quench	quench	0
fiftie	fiftie	crd	fiftie	fifty	0
times	times	n2	times	time	0
a	a	dt	a	a	0
peece	peece	n1	piece	piece	0
of	of	pp-f	of	of	0
steele	steele	n1	steel	steel	0
in	in	p-acp	in	in	0
strong	strong	j	strong	strong	0
Uineger	Uineger	n1	Vinegar	vinegar	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
Uineger	Uineger	n1	Vinegar	vinegar	0
beyng	beyng	vbg	being	be	0
made	made	vvn	made	make	0
whot	whot	j	hot	hot	0
,	,	,	,	,	0
Monten̄na	Monten̄na	np1	Monten̄na	Monten̄na	0
.	.	.	.	.	0
to	to	pc-acp	to	to	0
wet	wet	vvi	wet	wet	0
a	a	dt	a	a	0
course	course	n1	course	course	0
Linnen	Linnen	n1	Linen	linen	0
cloth	cloth	n1	cloth	cloth	0
,	,	,	,	,	0
and	and	cc	and	and	0
put	put	vvd	put	put	0
it	it	pn31	it	it	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
lungs	lungs	n2	lungs	lung	0
and	and	cc	and	and	0
inner	inner	j	inner	inner	0
partes	partes	n2	parts	part	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
stopped	stopped	vvn	stopped	stop	0
,	,	,	,	,	0
many	many	d	many	many	0
dayes	dayes	n2	days	day	0
together	together	av	together	together	0
,	,	,	,	,	0
Michael	Michael	np1	Michael	Michael	0
Sauanarola	Sauanarola	np1	Sauanarola	Sauanarola	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
booke	booke	n1	book	book	0
he	he	pns31	he	he	0
made	made	vvd	made	make	0
of	of	pp-f	of	of	0
Bathes	Bathes	n2	Baths	bath	0
,	,	,	,	,	0
Saanarola	Saanarola	np1	Saanarola	Saanarola	0
.	.	.	.	.	0
doth	doth	vdz	does	do	0
say	say	vvi	say	say	0
,	,	,	,	,	0
the	the	dt	the	the	0
yron	yron	n1	iron	iron	0
maketh	maketh	vvz	makes	make	0
colde	colde	j-jn	cold	cold	0
and	and	cc	and	and	0
drieth	drieth	vvz	drieth	dry	0
vp	vp	a-acp	up	up	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
byn	byn	vbn	been	be	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
it	it	pn31	it	it	0
doeth	doeth	vdz	doth	do	0
deteyne	deteyne	vvi	detain	detain	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
water	water	n1	water	water	0
that	that	cst	that	that	0
kil	kil	vvi	kill	kill	0
∣	∣	sy	∣	∣	0
leth	leth	vvz	leth	le	0
or	or	cc	or	or	0
quencheth	quencheth	vvz	quenches	quench	0
the	the	dt	the	the	0
yron	yron	n1	iron	iron	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
sayde	sayde	j-vvn	said	say	0
vertues	vertues	n2	virtues	virtue	0
,	,	,	,	,	0
and	and	cc	and	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
reft	reft	vvn	reft	reave	0
that	that	cst	that	that	0
the	the	dt	the	the	0
yron	yron	n1	iron	iron	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
water	water	n1	water	water	0
receiueth	receiueth	vvz	receiveth	receive	0
into	into	p-acp	into	into	0
it	it	pn31	it	it	0
his	his	po31	his	his	0
qua	qua	fw-la	qua	qua	0
∣	∣	sy	∣	∣	0
tities	tities	ng1	tities	tities	0
,	,	,	,	,	0
and	and	cc	and	and	0
vertues	vertues	n2	virtues	virtue	0
as	as	p-acp	as	as	0
Galen	Galen	np1	Galen	Galen	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
water	water	n1	water	water	0
receiueth	receiueth	vvz	receiveth	receive	0
the	the	dt	the	the	0
qualities	qualities	n2	qualities	quality	0
&	&	cc	&	and	0
vertues	vertues	n2	virtues	virtue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
thinges	thinges	n2	things	thing	0
that	that	cst	that	that	0
we	we	pns12	we	we	0
put	put	vvd	put	put	0
into	into	p-acp	into	into	0
them	them	pno32	them	they	0
,	,	,	,	,	0
Galen	Galen	np1	Galen	Galen	0
.	.	.	.	.	0
or	or	cc	or	or	0
sodde	sodde	j	sod	sod	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
doe	doe	vdb	do	do	0
the	the	dt	the	the	0
same	same	d	same	same	0
woorkes	woorkes	n2	works	work	0
that	that	cst	that	that	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
thinges	thinges	n2	things	thing	0
themselues	themselues	px32	themselves	themselves	0
will	will	vmb	will	will	0
doe	doe	vdi	do	do	0
;	;	;	;	;	0
the	the	dt	the	the	0
water	water	n1	water	water	0
which	which	r-crq	which	which	0
killeth	killeth	vvz	kills	kill	0
or	or	cc	or	or	0
quen	quen	av-j	quen	quen	0
∣	∣	sy	∣	∣	0
cheth	cheth	vvz	cheth	ch	0
the	the	dt	the	the	0
yron	yron	n1	iron	iron	0
or	or	cc	or	or	0
steele	steele	n1	steel	steel	0
doeth	doeth	vdz	doth	do	0
deteyne	deteyne	vvi	detain	detain	0
,	,	,	,	,	0
it	it	pn31	it	it	0
causeth	causeth	vvz	causeth	cause	0
that	that	cst	that	that	0
the	the	dt	the	the	0
fluxe	fluxe	n1	flux	flux	0
or	or	cc	or	or	0
runninges	runninges	n2-vvg	runnings	running	0
doe	doe	vdi	do	do	0
cease	cease	vvi	cease	cease	0
,	,	,	,	,	0
nd	nd	cc	and	and	0
being	being	vbg	being	be	0
put	put	vvn	put	put	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ruptures	ruptures	n2	ruptures	rupture	0
,	,	,	,	,	0
it	it	pn31	it	it	0
doeth	doeth	vdz	doth	do	0
sodder	sodder	n1	sodder	sodder	0
them	them	pno32	them	they	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
shutteth	shutteth	vvz	shutteth	shut	0
them	them	pno32	them	they	0
,	,	,	,	,	0
it	it	pn31	it	it	0
consumeth	consumeth	vvz	consumeth	consume	0
the	the	dt	the	the	0
olde	olde	j	old	old	0
matter	matter	n1	matter	matter	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
eyes	eyes	n2	eyes	eye	0
.	.	.	.	.	1
The	The	dt	The	the	0
pouder	pouder	n1	powder	powder	0
made	made	vvd	made	make	0
of	of	pp-f	of	of	0
yron	yron	n1	iron	iron	0
doeth	doeth	vdz	doth	do	0
loose	loose	vvi	lose	loose	0
the	the	dt	the	the	0
swollen	swollen	j-vvn	swollen	swell	0
eye	eye	n1	eye	eye	0
liddes	liddes	n2	lids	lid	0
,	,	,	,	,	0
it	it	pn31	it	it	0
taketh	taketh	vvz	takes	take	0
away	away	av	away	away	0
the	the	dt	the	the	0
Rime	Rime	n1	Rhyme	rhyme	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
eye	eye	n1	eye	eye	0
,	,	,	,	,	0
and	and	cc	and	and	0
doeth	doeth	vdz	doth	do	0
make	make	vvi	make	make	0
fast	fast	av-j	fast	fast	0
the	the	dt	the	the	0
gummes	gummes	n2	gums	gum	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
losse	losse	n1	loss	loss	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
tent	tent	n1	tent	tent	0
made	made	vvn	made	make	0
and	and	cc	and	and	0
wet	wet	j	wet	wet	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
pouder	pouder	n1	powder	powder	0
prepared	prepared	vvn	prepared	prepare	0
and	and	cc	and	and	0
put	put	vvn	put	put	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Mother	Mother	n1	Mother	mother	0
,	,	,	,	,	0
it	it	pn31	it	it	0
witholdeth	witholdeth	vvz	witholdeth	withold	0
anie	anie	d	any	any	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
fluxe	fluxe	n1	flux	flux	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
loke	loke	vvi	look	look	0
it	it	pn31	it	it	0
doeth	doeth	vdz	doth	do	0
by	by	p-acp	by	by	0
putting	putting	vvg	putting	put	0
it	it	pn31	it	it	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
fluxe	fluxe	n1	flux	flux	0
of	of	pp-f	of	of	0
blod	blod	n1	blood	blood	0
:	:	:	:	:	0
that	that	cst	that	that	0
commeth	commeth	vvz	comes	come	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Piles	Piles	n2	Piles	pile	0
.	.	.	.	.	1
This	This	d	This	this	0
Pouder	Pouder	n1	Powder	powder	0
is	is	vbz	is	be	0
good	good	j	good	good	0
agaynst	agaynst	p-acp	against	against	0
the	the	dt	the	the	0
Uenome	Uenome	n1	Venom	venom	0
called	called	vvn	called	call	0
Aczto	Aczto	np1	Aczto	Aczto	0
.	.	.	.	.	1
The	The	dt	The	the	0
Wine	Wine	n1	Wine	wine	0
that	that	cst	that	that	0
quencheth	quencheth	vvz	quenches	quench	0
yron	yron	n1	iron	iron	0
or	or	cc	or	or	0
the	the	dt	the	the	0
steele	steele	n1	steel	steel	0
,	,	,	,	,	0
doeth	doeth	vdz	doth	do	0
profit	profit	vvi	profit	profit	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
hardnesse	hardnesse	n1	hardness	hardness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lungs	lungs	n2	lungs	lung	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
weake	weake	j	weak	weak	0
sto	sto	n1	sto	sto	0
∣	∣	sy	∣	∣	0
make	make	n1	make	make	0
and	and	cc	and	and	0
laxatiue	laxatiue	j-jn	laxative	laxative	0
,	,	,	,	,	0
&	&	cc	&	and	0
any	any	d	any	any	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
fluxe	fluxe	n1	flux	flux	0
,	,	,	,	,	0
chiefly	chiefly	av-jn	chiefly	chief	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
cho	cho	n1	cho	cho	0
∣	∣	sy	∣	∣	0
lerike	lerike	j	lerike	lerike	0
,	,	,	,	,	0
it	it	pn31	it	it	0
doeth	doeth	vdz	doth	do	0
profit	profit	vvi	profit	profit	0
much	much	d	much	much	0
.	.	.	.	.	1
Such	Such	d	Such	such	0
as	as	c-acp	as	as	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
dropsie	dropsie	n1	dropsy	dropsy	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
fluxe	fluxe	n1	flux	flux	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vryne	vryne	n1	vryne	vryne	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
menstrues	menstrues	n2	menstrues	menstrue	0
,	,	,	,	,	0
ouer	ouer	p-acp	over	over	0
∣	∣	sy	∣	∣	0
much	much	av-d	much	much	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
their	their	po32	their	their	0
water	water	n1	water	water	0
goeth	goeth	vvz	goes	go	0
from	from	p-acp	from	from	0
them	them	pno32	them	they	0
without	without	p-acp	without	without	0
perceiuing	perceiuing	vvg	perceiving	perceive	0
thereof	thereof	av	thereof	thereof	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
their	their	po32	their	their	0
fundament	fundament	n1	fundament	fundament	0
goeth	goeth	vvz	goes	go	0
out	out	av	out	out	0
:	:	:	:	:	0
hetherunto	hetherunto	av	hitherunto	hitherunto	0
Sauanarola	Sauanarola	np1	Sauanarola	Sauanarola	0
hath	hath	vhz	hath	have	0
sayde	sayde	vvn	said	say	0
.	.	.	.	.	1
Nicholas	Nicholas	np1	Nicholas	Nicholas	0
Florentine	Florentine	njp	Florentine	florentine	0
,	,	,	,	,	0
prayseth	prayseth	vvz	praiseth	praise	0
infinitely	infinitely	av-j	infinitely	infinite	0
steele	steele	n1	steel	steel	0
,	,	,	,	,	0
Nicolas	Nicolas	np1	Nicolas	Nicolas	0
Florentine	Florentine	njp	Florentine	florentine	0
.	.	.	.	.	1
Bartholmew	Bartholmew	np1	Bartholmew	Bartholomew	0
an	an	dt	and	a	0
English	English	jp	English	english	0
man	man	n1	man	man	0
.	.	.	.	.	0
for	for	p-acp	for	for	0
opilations	opilations	n2	oppilations	oppilation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
inner	inner	j	inner	inner	0
partes	partes	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
body	body	n1	body	body	0
,	,	,	,	,	0
and	and	cc	and	and	0
lykewise	lykewise	av	likewise	likewise	0
the	the	dt	the	the	0
water	water	n1	water	water	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
steele	steele	n1	steel	steel	0
.	.	.	.	.	1
Bartholo	Bartholo	np1	Bartholo	Bartholo	0
∣	∣	sy	∣	∣	0
mew	mew	n1	mew	mew	0
Anglicus	Anglicus	np1	Anglicus	Anglicus	0
,	,	,	,	,	0
greatly	greatly	av-j	greatly	great	0
prayseth	prayseth	vvz	praiseth	praise	0
the	the	dt	the	the	0
vse	vse	n1	use	use	0
of	of	pp-f	of	of	0
yron	yron	n1	iron	iron	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
steele	steele	n1	steel	steel	0
,	,	,	,	,	0
and	and	cc	and	and	0
saieth	saieth	vvz	sayeth	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
excellent	excellent	j	excellent	excellent	0
medicine	medicine	n1	medicine	medicine	0
,	,	,	,	,	0
then	then	cs	then	than	0
gold	gold	n1	gold	gold	0
or	or	cc	or	or	0
siluer	siluer	n1	silver	silver	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
seruice	seruice	n1	service	service	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
man	man	n1	man	man	0
:	:	:	:	:	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
these	these	d	these	these	0
twoo	twoo	crd	twoo	two	0
metalles	metalles	n2	metals	metal	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
so	so	av	so	so	0
greatly	greatly	av-j	greatly	great	0
esteemed	esteemed	vvn	esteemed	esteem	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
men	men	n2	men	man	0
,	,	,	,	,	0
are	are	vbr	are	be	0
kept	kept	vvn	kept	keep	0
in	in	p-acp	in	in	0
safetie	safetie	n1	safety	safety	0
,	,	,	,	,	0
bycause	bycause	c-acp	because	because	0
they	they	pns32	they	they	0
do	do	vdb	do	do	0
defend	defend	vvi	defend	defend	0
and	and	cc	and	and	0
sucker	sucker	n1	sucker	sucker	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
continually	continually	av-j	continually	continual	0
doe	doe	vdb	do	do	0
persecute	persecute	vvi	persecute	persecute	0
them	them	pno32	them	they	0
.	.	.	.	.	1
They	They	pns32	They	they	0
defende	defende	vvb	defend	defend	0
iu	iu	p-acp	ju	in	0
∣	∣	sy	∣	∣	0
stice	stice	n1	stice	stice	0
,	,	,	,	,	0
they	they	pns32	they	they	0
conserue	conserue	vvi	conserve	conserve	0
the	the	dt	the	the	0
commonwealthes	commonwealthes	n2	commonwealths	commonwealth	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
them	them	pno32	them	they	0
the	the	dt	the	the	0
euill	euill	j-jn	evil	evil	0
doers	doers	n2	doers	doer	0
are	are	vbr	are	be	0
chastened	chastened	vvn	chastened	chasten	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
good	good	j	good	good	0
are	are	vbr	are	be	0
conserued	conserued	vvn	conserved	conserve	0
and	and	cc	and	and	0
defen	defen	n-jn	defen	defen	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
offices	offices	n2	offices	office	0
of	of	pp-f	of	of	0
handycraftes	handycraftes	n2	handycraftes	handycrafte	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
necessarie	necessarie	j	necessary	necessary	0
:	:	:	:	:	0
they	they	pns32	they	they	0
labour	labour	vvb	labour	labour	0
and	and	cc	and	and	0
worke	worke	vvi	work	work	0
and	and	cc	and	and	0
fieldes	fieldes	n2	fields	field	0
with	with	p-acp	with	with	0
them	them	pno32	them	they	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
wee	wee	pns12	we	we	0
are	are	vbr	are	be	0
maintained	maintained	vvn	maintained	maintain	0
,	,	,	,	,	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
medicinal	medicinal	j	medicinal	medicinal	0
vertues	vertues	n2	virtues	virtue	0
more	more	av-dc	more	more	0
then	then	cs	then	than	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
metal	metal	n1	metal	metal	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
filing	filing	n-vvg	filing	fill	0
which	which	r-crq	which	which	0
doeth	doeth	vdz	doth	do	0
proceede	proceede	vvi	proceed	proceed	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
vertue	vertue	n1	virtue	virtue	0
to	to	pc-acp	to	to	0
dry	dry	vvi	dry	dry	0
vp	vp	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
thin	thin	j	thin	thin	0
.	.	.	.	.	1
It	It	pn31	It	it	0
vndoeth	vndoeth	vvz	undoth	undo	0
opilations	opilations	n2	oppilations	oppilation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lungs	lungs	n2	lungs	lung	0
,	,	,	,	,	0
it	it	pn31	it	it	0
taketh	taketh	vvz	takes	take	0
away	away	av	away	away	0
any	any	d	any	any	0
maner	maner	n1	manner	manner	0
of	of	pp-f	of	of	0
flux	flux	n1	flux	flux	0
of	of	pp-f	of	of	0
stooles	stooles	n2	stools	stool	0
,	,	,	,	,	0
although	although	cs	although	although	0
they	they	pns32	they	they	0
bee	bee	vbb	be	be	0
of	of	pp-f	of	of	0
blood	blood	n1	blood	blood	0
:	:	:	:	:	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
profiteth	profiteth	vvz	profiteth	profit	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
.	.	.	.	.	1
Al	Al	d	All	all	0
this	this	d	this	this	0
the	the	dt	the	the	0
English	English	jp	English	english	0
learned	learned	j	learned	learned	0
man	man	n1	man	man	0
sayth	sayth	vvz	say	say	0
.	.	.	.	.	1
William	William	np1	William	William	0
of	of	pp-f	of	of	0
Saliceto	Saliceto	np1	Saliceto	Saliceto	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
cure	cure	n1	cure	cure	0
of	of	pp-f	of	of	0
opilations	opilations	n2	oppilations	oppilation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lunges	lunges	n2	lunges	lunge	0
,	,	,	,	,	0
Saliceto	Saliceto	av	Saliceto	saliceto	0
.	.	.	.	.	0
doeth	doeth	vdz	doth	do	0
commande	commande	vvi	command	command	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
pouder	pouder	n1	powder	powder	0
of	of	pp-f	of	of	0
steele	steele	n1	steel	steel	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
to	to	pc-acp	to	to	0
loose	loose	vvi	lose	loose	0
opilations	opilations	n2	oppilations	oppilation	0
,	,	,	,	,	0
and	and	cc	and	and	0
hee	hee	pns31	he	he	0
ta	ta	uh	ta	ta	0
∣	∣	sy	∣	∣	0
keth	keth	zz	keth	keth	0
it	it	zz	it	it	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
great	great	j	great	great	0
secrete	secrete	j-jn	secret	secret	0
.	.	.	.	.	1
Platerio	Platerio	np1	Platerio	Platerio	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
chapter	chapter	n1	chapter	chapter	0
of	of	pp-f	of	of	0
yron	yron	n1	iron	iron	0
sayeth	sayeth	vvz	sayeth	say	0
,	,	,	,	,	0
the	the	dt	the	the	0
yron	yron	n1	iron	iron	0
and	and	cc	and	and	0
the	the	dt	the	the	0
scales	scales	n2	scales	scale	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
Platerio	Platerio	np1	Platerio	Platerio	0
.	.	.	.	.	0
and	and	cc	and	and	0
his	his	po31	his	his	0
rust	rust	n1	rust	rust	0
&	&	cc	&	and	0
the	the	dt	the	the	0
steele	steele	n1	steel	steel	0
euery	euery	d	every	every	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
hath	hath	vhz	hath	have	0
the	the	dt	the	the	0
lyke	lyke	av-j	like	like	0
vertue	vertue	n1	virtue	virtue	0
and	and	cc	and	and	0
propertie	propertie	n1	property	property	0
,	,	,	,	,	0
taking	taking	vvg	taking	take	0
twoo	twoo	crd	twoo	two	0
partes	partes	n2	parts	part	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
drm	drm	n1	drm	drm	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fyling	fyling	n-vvg	fyling	fyl	0
of	of	pp-f	of	of	0
yron	yron	n1	iron	iron	0
prepared	prepared	vvn	prepared	prepare	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
conuenient	conuenient	j	convenient	convenient	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
hot	hot	j	hight	hot	0
wyne	wyne	n1	wine	wine	0
,	,	,	,	,	0
it	it	pn31	it	it	0
healeth	healeth	vvz	heals	heal	0
the	the	dt	the	the	0
opilations	opilations	n2	oppilations	oppilation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
liuer	liuer	n1	liver	liver	0
and	and	cc	and	and	0
the	the	dt	the	the	0
lungs	lungs	n2	lungs	lung	0
,	,	,	,	,	0
although	although	cs	although	although	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
very	very	av	very	very	0
olde	olde	j	old	old	0
.	.	.	.	.	1
Mathew	Mathew	np1	Mathew	Matthew	0
Siluatico	Siluatico	np1	Siluatico	Siluatico	0
saith	saith	vvz	says	say	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
Matthew	Matthew	np1	Matthew	Matthew	0
Siluatico	Siluatico	np1	Siluatico	Siluatico	0
that	that	cst	that	that	0
the	the	dt	the	the	0
rust	rust	n1	rust	rust	0
and	and	cc	and	and	0
the	the	dt	the	the	0
scales	scales	n2	scales	scale	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
yron	yron	n1	iron	iron	0
haue	haue	vhb	have	have	0
the	the	dt	the	the	0
same	same	d	same	same	0
vertue	vertue	n1	virtue	virtue	0
that	that	cst	that	that	0
the	the	dt	the	the	0
steele	steele	n1	steel	steel	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
were	were	vbdr	were	be	0
the	the	dt	the	the	0
lade	lade	vvb	lade	lade	0
stone	stone	n1	stone	stone	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
al	al	d	all	all	0
this	this	d	this	this	0
it	it	pn31	it	it	0
doeth	doeth	vdz	doth	do	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greate	greate	j	great	great	0
lykenesse	lykenesse	n1	likeness	likeness	0
and	and	cc	and	and	0
friendshippe	friendshippe	n1	friendship	friendship	0
which	which	r-crq	which	which	0
