Deare	Deare	n1	Dear	deer	0
is	is	vbz	is	be	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
build	build	vvi	built	build	0
you	you	pn22	you	you	0
up	up	a-acp	up	up	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
an	an	dt	and	a	0
inheritance	inheritance	n1	inheritance	inheritance	0
among	among	p-acp	among	among	0
all	all	d	all	all	0
them	them	pno32	them	they	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
sanctified	sanctified	vvn	sanctified	sanctify	0
.	.	.	.	.	1
Mind	Mind	n1	Mind	mind	0
and	and	cc	and	and	0
give	give	vvi	give	give	0
heed	heed	n1	heed	heed	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
meek	meek	j	meek	meek	0
,	,	,	,	,	0
stil	stil	av	still	still	0
,	,	,	,	,	0
quiet	quiet	j-jn	quiet	quiet	0
,	,	,	,	,	0
and	and	cc	and	and	0
silent	silent	j	silent	silent	0
spirit	spirit	n1	spirit	spirit	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
Jesus	Jesus	np1	Jesus	Jesus	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
Pure	Pure	j	Pure	pure	0
,	,	,	,	,	0
Holy	Holy	j	Holy	holy	0
,	,	,	,	,	0
Innocent	Innocent	j-jn	Innocent	innocent	0
,	,	,	,	,	0
Underfiled	Underfiled	vvn	Underfiled	underfile	0
,	,	,	,	,	0
and	and	cc	and	and	0
Righteous	Righteous	j	Righteous	righteous	0
,	,	,	,	,	0
teaching	teaching	vvg	teaching	teach	0
,	,	,	,	,	0
and	and	cc	and	and	0
leading	leading	vvg	leading	lead	0
into	into	p-acp	into	into	0
all	all	d	all	all	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
righteousness	righteousness	n1	righteousness	righteousness	0
,	,	,	,	,	0
and	and	cc	and	and	0
purity	purity	n1	purity	purity	0
like	like	vvb	like	like	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
you	you	pn22	you	you	0
give	give	vvb	give	give	0
heed	heed	n1	heed	heed	0
as	as	c-acp	as	as	0
unto	unto	p-acp	unto	unto	0
a	a	dt	a	a	0
light	light	n1	light	light	0
shining	shining	vvg	shining	shine	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
dark	dark	j	dark	dark	0
place	place	n1	place	place	0
,	,	,	,	,	0
it	it	pn31	it	it	0
will	will	vmb	will	will	0
preserve	preserve	vvi	preserve	preserve	0
and	and	cc	and	and	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
spotless	spotless	j	spotless	spotless	0
and	and	cc	and	and	0
without	without	p-acp	without	without	0
blame	blame	n1	blame	blame	0
before	before	p-acp	before	before	0
him	him	pno31	him	he	0
whose	whose	rg-crq	whose	who	0
eys	eys	n2	eyes	eye	0
behold	behold	vvb	behold	behold	0
no	no	dx	no	no	0
iniquity	iniquity	n1	iniquity	iniquity	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
that	that	d	that	that	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
may	may	vmb	may	may	0
fulfil	fulfil	vvi	fulfil	fulfil	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
due	due	j-jn	due	due	0
time	time	n1	time	time	0
in	in	p-acp	in	in	0
you	you	pn22	you	you	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
Continual	Continual	j	Continual	continual	0
prayer	prayer	n1	prayer	prayer	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	1
