Right-noble	Right-noble	j	Right-noble	right-noble	0
Mutiny	Mutiny	n1	Mutiny	mutiny	0
and	and	cc	and	and	0
Sedition	Sedition	n1	Sedition	sedition	0
:	:	:	:	:	0
the	the	dt	the	the	0
Archbishop	Archbishop	n1	Archbishop	archbishop	0
and	and	cc	and	and	0
Judge	Judge	n1	Judge	judge	0
Cianca	Cianca	np1	Cianca	Cianca	0
,	,	,	,	,	0
Hinojosa	Hinojosa	np1	Hinojosa	Hinojosa	0
,	,	,	,	,	0
Cen	Cen	np1	Cen	Cen	0
∣	∣	sy	∣	∣	0
teno	teno	n1	teno	teno	0
and	and	cc	and	and	0
Alvarado	Alvarado	np1	Alvarado	Alvarado	0
were	were	vbdr	were	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
apprehended	apprehended	vvn	apprehended	apprehend	0
and	and	cc	and	and	0
imprisoned	imprisoned	vvn	imprisoned	imprison	0
:	:	:	:	:	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Petition	Petition	vvb	Petition	petition	0
was	was	vbds	was	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
made	made	vvn	made	make	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
President	President	n1	President	precedent	0
Gasca	Gasca	np1	Gasca	Gasca	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
pleased	pleased	vvn	pleased	please	0
once	once	a-acp	once	once	0
again	again	av	again	again	0
to	to	pc-acp	to	to	0
revise	revise	vvi	revise	revise	0
the	the	dt	the	the	0
allotments	allotments	n2	allotments	allotment	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
made	made	vvn	made	make	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
divide	divide	vvi	divide	divide	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
lesser	lesser	jc	lesser	lesser	0
parcels	parcels	n2	parcels	parcel	0
,	,	,	,	,	0
or	or	cc	or	or	0
to	to	pc-acp	to	to	0
grant	grant	vvi	grant	grant	0
Pensions	Pensions	n2	Pensions	pension	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
wanted	wanted	vvd	wanted	want	0
them	them	pno32	them	they	0
;	;	;	;	;	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
case	case	n1	case	case	0
their	their	po32	their	their	0
expectations	expectations	n2	expectations	expectation	0
were	were	vbdr	were	be	0
not	not	xx	not	not	0
answe	answe	vvn	answer	answer	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
,	,	,	,	,	0
they	they	pns32	they	they	0
then	then	av	then	then	0
resolved	resolved	vvd	resolved	resolve	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
them	them	pno32	them	they	0
by	by	p-acp	by	by	0
force	force	n1	force	force	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
the	the	dt	the	the	0
Plot	Plot	n1	Plot	plot	0
being	being	vbg	being	be	0
discovered	discovered	vvn	discovered	discover	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	n1	before	fore	0
it	it	pn31	it	it	0
came	came	vvd	came	come	0
to	to	p-acp	to	to	0
maturity	maturity	n1	maturity	maturity	0
,	,	,	,	,	0
Cianca	Cianca	np1	Cianca	Cianca	0
the	the	dt	the	the	0
Judge	Judge	n1	Judge	judge	0
apprehended	apprehended	vvd	apprehended	apprehend	0
the	the	dt	the	the	0
chief	chief	j-jn	chief	chief	0
Leaders	Leaders	n2	Leaders	leader	0
,	,	,	,	,	0
and	and	cc	and	and	0
punished	punished	vvd	punished	punish	0
them	them	pno32	them	they	0
;	;	;	;	;	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
the	the	dt	the	the	0
troubles	troubles	n2	troubles	trouble	0
were	were	vbdr	were	be	0
appeased	appeased	vvn	appeased	appease	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
far	far	av-j	far	far	0
Gomara	Gomara	np1	Gomara	Gomara	0
.	.	.	.	.	1
