RIGHT	RIGHT	av-jn	RIGHT	right	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
offred	offred	vvn	offered	offer	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
partie	partie	n1	party	party	0
which	which	r-crq	which	which	0
offereth	offereth	vvz	offereth	offer	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefor	therefor	av	therefore	therefore	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
in	in	p-acp	in	in	0
hope	hope	n1	hope	hope	0
that	that	cst	that	that	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
this	this	d	this	this	0
simple	simple	j	simple	simple	0
treatis	treatis	n2	treaties	treaty	0
concerning	concerning	vvg	concerning	concern	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
writing	writing	n1	writing	writing	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
cuntrie	cuntrie	n1	country	country	0
speche	speche	n1	speech	speech	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
verie	verie	j	very	very	0
goodwill	goodwill	n1	goodwill	goodwill	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
dailie	dailie	j	daily	daily	0
trauell	trauell	n1	travel	travel	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
work	work	vvi	work	work	0
your	your	po22	your	your	0
cūtries	cūtries	n2	countries	country	0
good	good	j	good	good	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
hole	hole	n1	hold	hole	0
endeuor	endeuor	n1	endeavour	endeavour	0
.	.	.	.	.	1
Further	Further	av-jc	Further	further	0
,	,	,	,	,	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
not	not	xx	not	not	0
take	take	vvi	take	take	0
it	it	pn31	it	it	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
anie	anie	d	any	any	0
disparagemēt	disparagemēt	n1	disparagement	disparagement	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
honorable	honorable	j	honourable	honourable	0
cō	cō	vvb	con	con	0
∣	∣	sy	∣	∣	0
ceit	ceit	n1	ceit	ceit	0
to	to	p-acp	to	to	0
seme	seme	vvi	seem	seem	0
to	to	pc-acp	to	to	0
fauor	fauor	vvi	favour	favour	0
so	so	av	so	so	0
mean	mean	j	mean	mean	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
an	an	dt	and	a	0
orto	orto	fw-it	orto	orto	0
∣	∣	sy	∣	∣	0
grafie	grafie	j	grafie	grafie	0
is	is	vbz	is	be	0
,	,	,	,	,	0
considering	considering	vvg	considering	consider	0
verie	verie	av	very	very	0
great	great	j	great	great	0
states	states	n2	states	state	0
and	and	cc	and	and	0
prin	prin	fw-gr	prin	prin	0
∣	∣	sy	∣	∣	0
ces	ces	fw-fr	ces	ces	0
to	to	pc-acp	to	to	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
places	places	n2	places	place	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
theie	theie	pns32	they	they	0
liued	liued	vvd	lived	live	0
,	,	,	,	,	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
think	think	vvi	think	think	0
meanlie	meanlie	av-j	meanly	mean	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
were	were	vbdr	were	be	0
dealers	dealers	n2	dealers	dealer	0
therein	therein	av	therein	therein	0
,	,	,	,	,	0
and	and	cc	and	and	0
writers	writers	n2	writers	writer	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
M.	M.	n1	M.	m.	0
MESSALA	MESSALA	np1	MESSALA	Messala	0
the	the	dt	the	the	0
graue	graue	j	graven	grave	0
counsellor	counsellor	n1	counsellor	counsellor	0
,	,	,	,	,	0
M.	M.	n1	M.	m.	0
CICERO	CICERO	np1	CICERO	Cicero	0
the	the	dt	the	the	0
great	great	j	great	great	0
ora	ora	n1	oram	oram	0
∣	∣	sy	∣	∣	0
tor	tor	p-acp	tor	for	0
,	,	,	,	,	0
C.	C.	np1	C.	C.	0
CAESAR	CAESAR	np1	CAESAR	Caesar	0
the	the	dt	the	the	0
famous	famous	j	famous	famous	0
conquerer	conquerer	n1	conqueror	conqueror	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
delt	delt	vvd	dealt	deal	0
this	this	d	this	this	0
waie	waie	n1	way	way	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Latin	Latin	jp	Latin	latin	0
tung	tung	n1	tongue	tongue	0
,	,	,	,	,	0
and	and	cc	and	and	0
thereby	thereby	av	thereby	thereby	0
did	did	vdd	did	do	0
win	win	vvi	win	win	0
,	,	,	,	,	0
both	both	d	both	both	0
credit	credit	n1	credit	credit	0
to	to	p-acp	to	to	0
themselues	themselues	px32	themselves	themselves	0
,	,	,	,	,	0
and	and	cc	and	and	0
coun	coun	fw-mi	coun	coun	0
∣	∣	sy	∣	∣	0
tenance	tenance	n1	tenance	tenance	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
cuntrie	cuntrie	n1	country	country	0
.	.	.	.	.	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
vse	vse	vvi	use	use	0
no	no	av-dx	no	no	0
mo	mo	dc	more	more	0
exam	exam	n1	exam	exam	0
∣	∣	sy	∣	∣	0
ples	ples	fw-fr	ples	ples	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
more	more	dc	more	more	0
nede	nede	n1	need	need	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
prouf	prouf	n1	proof	proof	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
tungs	tungs	n2	tungs	tung	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
Latin	Latin	jp	Latin	latin	0
is	is	vbz	is	be	0
enough	enough	d	enough	enough	0
.	.	.	.	.	1
The	The	dt	The	the	0
profitablenesse	profitablenesse	n1	profitableness	profitableness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
maie	maie	vmb	may	may	0
moue	moue	vvi	move	move	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
to	to	pc-acp	to	to	0
fauor	fauor	vvi	favour	favour	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
furniture	furniture	n1	furniture	furniture	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
,	,	,	,	,	0
the	the	dt	the	the	0
honorablenesse	honorablenesse	n1	honorableness	honorableness	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
personages	personages	n2	personages	personage	0
maie	maie	vmb	may	may	0
persuade	persuade	vvi	persuade	persuade	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
further	further	av-jc	further	further	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
brood	brood	n1	brood	brood	0
of	of	pp-f	of	of	0
nobilitie	nobilitie	n1	nobility	nobility	0
.	.	.	.	.	1
As	As	p-acp	As	as	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
but	but	cc-acp	but	but	0
yeild	yeild	vvi	yield	yield	0
most	most	ds	most	most	0
hono	hono	fw-it	hono	hono	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
matter	matter	n1	matter	matter	0
for	for	p-acp	for	for	0
historie	historie	n1	history	history	0
to	to	pc-acp	to	to	0
work	work	vvi	work	work	0
on	on	a-acp	on	on	0
to	to	p-acp	to	to	0
euer	euer	av	ever	ever	0
∣	∣	sy	∣	∣	0
lasting	lasting	vvg	lasting	last	0
memorie	memorie	n1	memory	memory	0
,	,	,	,	,	0
that	that	cst	that	that	0
hir	hir	po31	his	her	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
ma	ma	fw-fr	ma	ma	0
∣	∣	sy	∣	∣	0
iestie	iestie	n1	iestie	iestie	0
amongst	amongst	p-acp	among	among	0
other	other	n-jn	other	other	0
hir	hir	po31	his	her	0
affaires	affaires	n2	affairs	affair	0
,	,	,	,	,	0
vouchsafed	vouchsafed	vvd	vouchsafed	vouchsafe	0
to	to	pc-acp	to	to	0
consider	consider	vvi	consider	consider	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
state	state	n1	state	state	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
in	in	p-acp	in	in	0
hir	hir	png31	his	he	0
time	time	n1	time	time	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
went	went	vvd	went	go	0
in	in	p-acp	in	in	0
right	right	j-jn	right	right	0
course	course	n1	course	course	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
maintaining	maintaining	vvg	maintaining	maintain	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
peaceable	peaceable	j	peaceable	peaceable	0
gouernment	gouernment	n1	government	government	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
peaceable	peaceable	j	peaceable	peaceable	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
gouernment	gouernment	n1	government	government	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
learning	learning	n1	learning	learning	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
mean	mean	j	mean	mean	0
:	:	:	:	:	0
so	so	av	so	so	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
but	but	cc-acp	but	but	0
withall	withall	av	withal	withal	0
sound	sound	j	found	sound	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
perpetuall	perpetuall	j	perpetual	perpetual	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
if	if	cs	if	if	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
please	please	vvi	please	please	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
moue	moue	vvi	move	move	0
hir	hir	png31	his	he	0
maiestie	maiestie	n1	majesty	majesty	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
honorable	honorable	j	honourable	honourable	0
a	a	dt	a	a	0
considera	considera	fw-la	considera	considera	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
that	that	cst	that	that	0
all	all	d	all	all	0
learning	learning	n1	learning	learning	0
maie	maie	vmb	may	may	0
testify	testify	vvi	testify	testify	0
to	to	p-acp	to	to	0
posteritie	posteritie	n1	posterity	posterity	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
a	a	dt	a	a	0
prince	prince	n1	prince	prince	0
did	did	vdd	did	do	0
it	it	pn31	it	it	0
,	,	,	,	,	0
such	such	d	such	such	0
a	a	dt	a	a	0
counsellor	counsellor	n1	counsellor	counsellor	0
moued	moued	vvd	moved	move	0
it	it	pn31	it	it	0
.	.	.	.	.	1
Perfitnesse	Perfitnesse	n1	Perfitnesse	perfitness	0
in	in	p-acp	in	in	0
learning	learning	n1	learning	learning	0
which	which	r-crq	which	which	0
cōsisteth	cōsisteth	vvz	consisteth	consist	0
in	in	p-acp	in	in	0
right	right	j-jn	right	right	0
educatiō	educatiō	n1	education	education	0
of	of	pp-f	of	of	0
chosen	chosen	j-vvn	chosen	choose	0
wits	wits	n2	wits	wit	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
right	right	j-jn	right	right	0
method	method	n1	method	method	0
of	of	pp-f	of	of	0
best	best	js	best	best	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
full	full	j	full	full	0
time	time	n1	time	time	0
both	both	av-d	both	both	0
to	to	pc-acp	to	to	0
learn	learn	vvi	learn	learn	0
&	&	cc	&	and	0
digest	digest	vvi	digest	digest	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
coms	coms	vvz	coms	come	0
to	to	pc-acp	to	to	0
deal	deal	vvi	deal	deal	0
abrode	abrode	av	abroad	abroad	0
,	,	,	,	,	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
instrumēt	instrumēt	n1	instrument	instrument	0
of	of	pp-f	of	of	0
quiet	quiet	j-jn	quiet	quiet	0
∣	∣	sy	∣	∣	0
nesse	nesse	n1	ness	ness	0
,	,	,	,	,	0
considerate	considerate	j	considerate	considerate	0
in	in	p-acp	in	in	0
publishing	publishing	vvg	publishing	publish	0
hir	hir	po31	his	her	0
own	own	d	own	own	0
opi	opi	n2	opi	opi	0
∣	∣	sy	∣	∣	0
nion	nion	n1	nion	nion	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
warrant	warrant	n1	warrant	warrant	0
for	for	p-acp	for	for	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
warinesse	warinesse	n1	wariness	wariness	0
for	for	p-acp	for	for	0
peace	peace	n1	peace	peace	0
:	:	:	:	:	0
the	the	dt	the	the	0
contrarie	contrarie	n-jn	contrary	contrary	0
corrupts	corrupts	vvz	corrupts	corrupt	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
gide	gide	j	gide	gide	0
:	:	:	:	:	0
it	it	pn31	it	it	0
worketh	worketh	vvz	works	work	0
dissension	dissension	n1	dissension	dissension	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
resol	resol	j	resol	resol	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
imperfection	imperfection	n1	imperfection	imperfection	0
,	,	,	,	,	0
vttereth	vttereth	vvz	uttereth	utter	0
the	the	dt	the	the	0
first	first	ord	first	first	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
ceiued	ceiued	j	ceiued	ceiued	0
heat	heat	n1	heat	heat	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
sufficiencie	sufficiencie	n1	sufficiency	sufficiency	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
,	,	,	,	,	0
and	and	cc	and	and	0
digestion	digestion	n1	digestion	digestion	0
in	in	p-acp	in	in	0
studie	studie	n1	study	study	0
,	,	,	,	,	0
wold	wold	vmd	would	will	0
either	either	av-d	either	either	0
not	not	xx	not	not	0
haue	haue	vhi	have	have	0
vtte	vtte	vvn	vtte	vtte	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
,	,	,	,	,	0
or	or	cc	or	or	0
haue	haue	vhb	have	have	0
otherwise	otherwise	av	otherwise	otherwise	0
qualifyed	qualifyed	vvn	qualified	qualify	0
.	.	.	.	.	1
And	And	cc	And	and	0
tho	tho	cs	though	though	0
after	after	p-acp	after	after	0
∣	∣	sy	∣	∣	0
ward	ward	n1	ward	ward	0
it	it	pn31	it	it	0
reclame	reclame	vvi	reclaim	reclaim	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
better	better	jc	better	better	0
aduise	aduise	n1	advise	advice	0
,	,	,	,	,	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
staie	staie	vvi	stay	stay	0
the	the	dt	the	the	0
quiksiluer	quiksiluer	n1	quiksiluer	quiksiluer	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
first	first	ord	first	first	0
push	push	n1	push	push	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
poord	poord	n1	poord	poord	0
in	in	p-acp	in	in	0
peples	peples	ng1	peoples	peoples	0
heads	heads	n2	heads	head	0
,	,	,	,	,	0
an	an	dt	and	a	0
enemie	enemie	n1	enemy	enemy	0
to	to	p-acp	to	to	0
concorde	concorde	n1	concord	concord	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
learning	learning	n1	learning	learning	0
pretendeth	pretendeth	vvz	pretendeth	pretend	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Art	Art	n1	Art	art	0
of	of	pp-f	of	of	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
highest	highest	js	highest	high	0
diuine	diuine	j-jn	divine	divine	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
low	low	j	low	low	0
∣	∣	sy	∣	∣	0
est	est	zz	est	est	0
infant	infant	n1	infant	infant	0
.	.	.	.	.	1
The	The	dt	The	the	0
most	most	av-ds	most	most	0
mightie	mightie	j	mighty	mighty	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
mercifull	mercifull	j	merciful	merciful	0
God	God	np1	God	God	0
preserue	preserue	vvi	preserve	preserve	0
hir	hir	png31	his	he	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
maiestie	maiestie	n1	majesty	majesty	0
with	with	p-acp	with	with	0
long	long	j	long	long	0
and	and	cc	and	and	0
happie	happie	j	happy	happy	0
life	life	n1	life	life	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
work	work	vvi	work	work	0
this	this	d	this	this	0
and	and	cc	and	and	0
manie	manie	d	many	many	0
such	such	d	such	such	0
effects	effects	n2	effects	effect	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
hir	hir	png31	his	he	0
own	own	d	own	own	0
renoun	renoun	n1	renown	renown	0
,	,	,	,	,	0
and	and	cc	and	and	0
hir	hir	png31	his	he	0
peples	peples	ng1	peoples	peoples	0
good	good	j	good	good	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
same	same	d	same	same	0
good	good	j	good	good	0
God	God	np1	God	God	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
serue	serue	vvb	serve	serve	0
your	your	po22	your	your	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
counseller	counseller	n1	counseller	counseller	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
trust	trust	n1	trust	trust	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
prince	prince	n1	prince	prince	0
of	of	pp-f	of	of	0
most	most	ds	most	most	0
wisedom	wisedom	n1	wisdom	wisdom	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
beawtify	beawtify	vvi	beawtify	beawtify	0
nobili	nobili	fw-la	nobili	nobili	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
auance	auance	vvi	auance	auance	0
knowledge	knowledge	n1	knowledge	knowledge	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
assist	assist	vvi	assist	assist	0
your	your	po22	your	your	0
cuntrie	cuntrie	n1	country	country	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
both	both	d	both	both	0
trew	trew	j	true	true	0
religion	religion	n1	religion	religion	0
,	,	,	,	,	0
and	and	cc	and	and	0
politik	politik	j	politic	politic	0
rule	rule	n1	rule	rule	0
:	:	:	:	:	0
and	and	cc	and	and	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
mongst	mongst	p-acp	amongst	among	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
,	,	,	,	,	0
not	not	xx	not	not	0
of	of	pp-f	of	of	0
least	least	ds	least	least	0
honor	honor	n1	honour	honour	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
fur	fur	n1	fur	fur	0
∣	∣	sy	∣	∣	0
ther	ther	zz	ther	ther	0
our	our	po12	our	our	0
schools	schools	n2	schools	school	0
:	:	:	:	:	0
that	that	cst	that	that	0
euen	euen	av-j	even	even	0
the	the	dt	the	the	0
young	young	j	young	young	0
infant	infant	n1	infant	infant	0
tho	tho	av	though	tho	0
∣	∣	sy	∣	∣	0
rough	rough	j	rough	rough	0
this	this	d	this	this	0
hole	hole	j-jn	hold	whole	0
realm	realm	n1	realm	realm	0
,	,	,	,	,	0
maie	maie	vmb	may	may	0
learn	learn	vvi	learn	learn	0
to	to	pc-acp	to	to	0
know	know	vvi	know	know	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
much	much	d	much	much	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
bound	bound	vvn	bound	bind	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
honorable	honorable	j	honourable	honourable	0
furtherāce	furtherāce	n1	furtherance	furtherance	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
good	good	j	good	good	0
bringing	bringing	vvg	bringing	bring	0
vp	vp	a-acp	up	up	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Elementarie	Elementarie	j	Elementary	elementary	0
principles	principles	n2	principles	principle	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
before	before	c-acp	before	before	0
he	he	pns31	he	he	0
do	do	vdb	do	do	0
remoue	remoue	vvi	remove	remove	0
to	to	p-acp	to	to	0
anie	anie	d	any	any	0
vniuersitie	vniuersitie	n1	university	university	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
all	all	d	all	all	0
those	those	d	those	those	0
students	students	n2	students	student	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
ar	ar	vbr	are	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
vniuersities	vniuersities	n2	universities	university	0
,	,	,	,	,	0
do	do	vdb	do	do	0
both	both	d	both	both	0
praise	praise	n1	praise	praise	0
and	and	cc	and	and	0
praie	praie	vvb	pray	pray	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
honorable	honorable	j	honourable	honourable	0
prosperitie	prosperitie	n1	prosperity	prosperity	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
that	that	cst	that	that	0
great	great	j	great	great	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
couragement	couragement	n1	couragement	couragement	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
theie	theie	pns32	they	they	0
receiue	receiue	vvb	receive	receive	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
,	,	,	,	,	0
both	both	d	both	both	0
while	while	n1	while	while	0
theie	theie	pns32	they	they	0
studie	studie	vvi	study	study	0
there	there	a-acp	there	there	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
theie	theie	pns32	they	they	0
serue	serue	vvb	serve	serve	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
brode	brode	j	broad	broad	0
in	in	p-acp	in	in	0
publik	publik	j	public	public	0
functions	functions	n2	functions	function	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
common	common	j	common	common	0
weal	weal	n1	weal	weal	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
honors	honors	n2	honours	honour	0
most	most	av-ds	most	most	0
bound	bound	vvn	bound	bind	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
devvtifulnesse	devvtifulnesse	n1	devvtifulnesse	devvtifulnesse	0
.	.	.	.	.	1
RICHARD	RICHARD	np1	RICHARD	Richard	0
MVLCASTER	MVLCASTER	np1	MVLCASTER	MVLCASTER	0
.	.	.	.	.	1
