KIng	KIng	n1	KIng	king	0
the	the	dt	the	the	0
dogges	dogges	n2	dogs	dog	0
,	,	,	,	,	0
was	was	vbds	was	be	0
better	better	jc	better	better	0
&	&	cc	&	and	0
safer	safer	jc	safer	safe	0
then	then	cs	then	than	0
those	those	d	those	those	0
hun	hun	zz	hun	hun	0
∣	∣	sy	∣	∣	0
dred	dred	n1	dreaded	dread	0
trickes	trickes	n2	tricks	trick	0
of	of	pp-f	of	of	0
euasion	euasion	n1	evasion	evasion	0
whereof	whereof	c-crq	whereof	whereof	0
the	the	dt	the	the	0
Fox	Fox	n1	Fox	fox	0
did	did	vdd	did	do	0
vaunt	vaunt	vvi	vaunt	vaunt	0
before	before	c-acp	before	before	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
taken	taken	vvn	taken	take	0
:	:	:	:	:	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
finde	finde	vvb	find	find	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
the	the	dt	the	the	0
saying	saying	n-vvg	saying	say	0
of	of	pp-f	of	of	0
Cicero	Cicero	np1	Cicero	Cicero	0
true	true	j	true	true	0
,	,	,	,	,	0
ignoratio	ignoratio	fw-la	ignoratio	ignoratio	0
iuris	iuris	fw-la	iuris	iuris	0
litigiosa	litigiosa	fw-la	litigiosa	litigiosa	0
est	est	fw-la	est	est	0
potius	potius	fw-la	potius	potius	0
quam	quam	fw-la	quam	quam	0
scientia	scientia	fw-la	scientia	scientia	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
this	this	d	this	this	0
malignant	malignant	j	malignant	malignant	0
&	&	cc	&	and	0
vnquiet	vnquiet	j	unquiet	unquiet	0
disposition	disposition	n1	disposition	disposition	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
Clients	Clients	n2	Clients	client	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
another	another	j-jn	another	another	0
cause	cause	n1	cause	cause	0
why	why	q-crq	why	why	0
suites	suites	n2	suits	suit	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
brought	brought	vvn	brought	bring	0
so	so	av	so	so	0
soone	soone	av	soon	soon	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
end	end	n1	end	end	0
as	as	p-acp	as	as	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
happes	happes	n2	haps	hap	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
ages	ages	n2	ages	age	0
:	:	:	:	:	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
causes	causes	n2	causes	cause	0
now	now	av	now	now	0
depending	depending	vvg	depending	depend	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
Court	Court	n1	Court	court	0
of	of	pp-f	of	of	0
ustice	ustice	n1	ustice	ustice	0
,	,	,	,	,	0
euery	euery	d	every	every	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
causes	causes	n2	causes	cause	0
must	must	vmb	must	must	0
haue	haue	vhi	have	have	0
conuenient	conuenient	j	convenient	convenient	0
time	time	n1	time	time	0
allowed	allowed	vvn	allowed	allow	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
well	well	av	well	well	0
to	to	pc-acp	to	to	0
prepare	prepare	vvi	prepare	prepare	0
it	it	pn31	it	it	0
,	,	,	,	,	0
&	&	cc	&	and	0
make	make	vvi	make	make	0
it	it	pn31	it	it	0
ripe	ripe	j	ripe	ripe	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
heard	heard	vvn	herd	hear	0
or	or	cc	or	or	0
tried	tried	vvn	tried	try	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
triall	triall	n1	trial	trial	0
&	&	cc	&	and	0
hearing	hearing	vvg	hearing	hear	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
true	true	j	true	true	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
causes	causes	n2	causes	cause	0
doth	doth	vdz	does	do	0
proceed	proceed	vvi	proceed	proceed	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
comodi	comodi	fw-la	comodi	comodi	0
∣	∣	sy	∣	∣	0
ties	ties	vvz	ties	tie	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
earth	earth	n1	earth	earth	0
being	being	vbg	being	be	0
more	more	av-dc	more	more	0
improued	improued	vvn	improved	improve	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
more	more	dc	more	more	0
wealth	wealth	n1	wealth	wealth	0
,	,	,	,	,	0
&	&	cc	&	and	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
sequently	sequently	av-j	sequently	sequent	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
more	more	dc	more	more	0
contracts	contracts	n2	contracts	contract	0
reall	reall	j	real	real	0
,	,	,	,	,	0
&	&	cc	&	and	0
personall	personall	j	personal	personal	0
,	,	,	,	,	0
then	then	av	then	then	0
there	there	pc-acp	there	there	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
ages	ages	n2	ages	age	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
more	more	dc	more	more	0
luxury	luxury	n1	luxury	luxury	0
&	&	cc	&	and	0
excesse	excesse	n1	excess	excess	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
breedeth	breedeth	vvz	breeds	breed	0
vnthryftes	vnthryftes	n2	vnthryftes	vnthryfte	0
,	,	,	,	,	0
banckruptes	banckruptes	n2	banckruptes	banckrupte	0
,	,	,	,	,	0
&	&	cc	&	and	0
bad	bad	j	bad	bad	0
debtors	debtors	n2	debtors	debtor	0
,	,	,	,	,	0
more	more	dc	more	more	0
coue	coue	n1	cove	cove	0
∣	∣	sy	∣	∣	0
teousnesse	teousnesse	n1	teousnesse	teousnesse	0
&	&	cc	&	and	0
more	more	dc	more	more	0
malice	malice	n1	malice	malice	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
begetteth	begetteth	vvz	begetteth	beget	0
force	force	n1	force	force	0
&	&	cc	&	and	0
fraud	fraud	n1	fraud	fraud	0
,	,	,	,	,	0
oppres	oppres	vvi	oppress	oppress	0
∣	∣	sy	∣	∣	0
sion	sion	n1	sion	sion	0
&	&	cc	&	and	0
extortion	extortion	n1	extortion	extortion	0
,	,	,	,	,	0
breath	breath	n1	breath	breath	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
&	&	cc	&	and	0
breach	breach	n1	breach	breach	0
of	of	pp-f	of	of	0
trust	trust	n1	trust	trust	0
.	.	.	.	.	1
Out	Out	av	Out	out	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
fountaînes	fountaînes	n2	fountaînes	fountaîne	0
innumerable	innumerable	j	innumerable	innumerable	0
suites	suites	n2	suits	suit	0
do	do	vdb	do	do	0
spring	spring	vvi	spring	spring	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
make	make	vvb	make	make	0
the	the	dt	the	the	0
Courts	Courts	n2	Courts	court	0
of	of	pp-f	of	of	0
Iustice	Iustice	n1	Justice	justice	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
swell	swell	vvi	swell	swell	0
:	:	:	:	:	0
and	and	cc	and	and	0
hence	hence	av	hence	hence	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
that	that	d	that	that	0
our	our	po12	our	our	0
statute	statute	n1	statute	statute	0
lawes	lawes	n2	laws	law	0
since	since	p-acp	since	since	0
Henr.	Henr.	np1	Henr.	Henr.	1
8.	8.	crd	8.	8.	0
his	his	po31	his	his	0
time	time	n1	time	time	0
,	,	,	,	,	0
do	do	vdb	do	do	0
make	make	vvi	make	make	0
vp	vp	a-acp	up	up	0
so	so	av	so	so	0
greate	greate	j	great	great	0
a	a	dt	a	a	0
volume	volume	n1	volume	volume	0
:	:	:	:	:	0
&	&	cc	&	and	0
hence	hence	av	hence	hence	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
professors	professors	n2	professors	professor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
are	are	vbr	are	be	0
growne	growne	vvn	grown	grow	0
withall	withall	av	withal	withal	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
greate	greate	j	great	great	0
a	a	dt	a	a	0
number	number	n1	number	number	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
where	where	c-crq	where	where	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
magna	magna	fw-la	magna	magna	0
messis	messis	fw-la	messis	messis	0
there	there	a-acp	there	there	0
must	must	vmb	must	must	0
bee	bee	vbi	be	be	0
of	of	pp-f	of	of	0
necessity	necessity	n1	necessity	necessity	0
operarij	operarij	fw-la	operarij	operarij	0
multi	multi	fw-la	multi	multi	0
.	.	.	.	.	1
Indeed	Indeed	np1	Indeed	Indeed	0
,	,	,	,	,	0
if	if	cs	if	if	0
wee	wee	pns12	we	we	0
all	all	d	all	all	0
liu'd	liu'd	vvd	lived	live	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
lawe	lawe	n1	law	law	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
should	should	vmd	should	shall	0
neede	neede	vvi	need	need	0
fewe	fewe	d	few	few	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
&	&	cc	&	and	0
fewer	fewer	d	fewer	few	0
lawiers	lawiers	n2	lawyers	lawyer	0
.	.	.	.	.	1
Do	Do	vdb	Do	do	0
as	as	c-acp	as	as	0
thou	thou	pns21	thou	thou	0
wouldest	wouldest	vmd2	wouldst	will	0
bee	bee	vbi	be	be	0
done	done	vdn	done	do	0
vnto	vnto	p-acp	unto	unto	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
rule	rule	n1	rule	rule	0
sufficient	sufficient	j	sufficient	sufficient	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
vs	vs	pno12	us	we	0
all	all	d	all	all	0
:	:	:	:	:	0
&	&	cc	&	and	0
euery	euery	d	every	every	0
mans	mans	ng1	men	man	0
conscience	conscience	n1	conscience	conscience	0
would	would	vmd	would	will	0
supplie	supplie	vvi	supply	supply	0
both	both	d	both	both	0
the	the	dt	the	the	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Aduocate	Aduocate	n1	Advocate	advocate	0
&	&	cc	&	and	0
a	a	dt	a	a	0
Iudge	Iudge	n1	Judge	judge	0
,	,	,	,	,	0
&	&	cc	&	and	0
then	then	av	then	then	0
wee	wee	pns12	we	we	0
should	should	vmd	should	shall	0
suffer	suffer	vvi	suffer	suffer	0
no	no	dx	no	no	0
costs	costs	n2	costs	cost	0
of	of	pp-f	of	of	0
suite	suite	n1	suit	suit	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
delay	delay	n1	delay	delay	0
of	of	pp-f	of	of	0
proces	proces	n1	proces	process	0
.	.	.	.	.	1
And	And	cc	And	and	0
againe	againe	av	again	again	0
if	if	cs	if	if	0
wee	wee	pns12	we	we	0
were	were	vbdr	were	be	0
a	a	dt	a	a	0
poore	poore	j	poor	poor	0
&	&	cc	&	and	0
a	a	dt	a	a	0
naked	naked	j	naked	naked	0
people	people	n1	people	people	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
many	many	d	many	many	0
na	na	fw-fr	na	na	0
∣	∣	sy	∣	∣	0
tions	tions	n1	tions	tions	0
in	in	p-acp	in	in	0
America	America	np1	America	America	0
bee	bee	vbb	be	be	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
should	should	vmd	should	shall	0
easily	easily	av-j	easily	easy	0
agree	agree	vvi	agree	agree	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
iudged	iudged	vvn	judged	judge	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
next	next	ord	next	next	0
man	man	n1	man	man	0
wee	wee	pns12	we	we	0
meete	meete	vvb	meet	meet	0
,	,	,	,	,	0
&	&	cc	&	and	0
so	so	av	so	so	0
make	make	vvb	make	make	0
a	a	dt	a	a	0
short	short	j	short	short	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
euerie	euerie	d	every	every	0
controuersie	controuersie	n1	controversy	controversy	0
.	.	.	.	.	1
When	When	c-crq	When	when	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
were	were	vbdr	were	be	0
litle	litle	av-j	little	little	0
better	better	jc	better	better	0
then	then	cs	then	than	0
Sheepards	Sheepards	n2	Sheepards	sheepard	0
&	&	cc	&	and	0
heardsmen	heardsmen	n2	herdsmen	herdsman	0
,	,	,	,	,	0
all	all	d	all	all	0
their	their	po32	their	their	0
lawes	lawes	n2	laws	law	0
were	were	vbdr	were	be	0
contained	contained	vvn	contained	contain	0
in	in	p-acp	in	in	0
ten	ten	crd	ten	ten	0
or	or	cc	or	or	0
twelue	twelue	crd	twelue	twelve	0
Iuory	Iuory	n1	Ivory	ivory	0
tables	tables	n2	tables	table	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
became	became	vvd	became	become	0
Lordes	Lordes	n2	Lords	lord	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
what	what	r-crq	what	what	0
a	a	dt	a	a	0
world	world	n1	world	world	0
of	of	pp-f	of	of	0
bookes	bookes	n2	books	book	0
were	were	vbdr	were	be	0
there	there	a-acp	there	there	0
written	written	vvn	written	write	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Roman	Roman	njp	Roman	roman	0
ciuill	ciuill	j	civil	civil	0
lawe	lawe	n1	law	law	0
?	?	?	?	?	1
The	The	dt	The	the	0
like	like	av-j	like	like	0
wee	wee	pns12	we	we	0
see	see	vvb	see	see	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
common-wealth	common-wealth	n1	commonwealth	commonwealth	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
once	once	a-acp	once	once	0
beginnes	beginnes	vvz	begins	begin	0
to	to	pc-acp	to	to	0
flourish	flourish	vvi	flourish	flourish	0
,	,	,	,	,	0
&	&	cc	&	and	0
to	to	pc-acp	to	to	0
growe	growe	vvi	grow	grow	0
rich	rich	j	rich	rich	0
&	&	cc	&	and	0
mighty	mighty	j	mighty	mighty	0
:	:	:	:	:	0
the	the	dt	the	the	0
people	people	n1	people	people	0
growe	growe	vvb	grow	grow	0
proud	proud	j	proud	proud	0
withall	withall	av	withal	withal	0
,	,	,	,	,	0
&	&	cc	&	and	0
their	their	po32	their	their	0
pride	pride	n1	pride	pride	0
makes	makes	vvz	makes	make	0
them	them	pno32	them	they	0
contentious	contentious	j	contentious	contentious	0
&	&	cc	&	and	0
litigious	litigious	j	litigious	litigious	0
,	,	,	,	,	0
so	so	av	so	so	0
as	as	c-acp	as	as	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
neede	neede	n1	need	need	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
lawes	lawes	n2	laws	law	0
to	to	pc-acp	to	to	0
bridle	bridle	vvi	bridle	bridle	0
them	them	pno32	them	they	0
,	,	,	,	,	0
&	&	cc	&	and	0
many	many	d	many	many	0
Officers	Officers	n2	Officers	officer	0
to	to	pc-acp	to	to	0
execute	execute	vvi	execute	execute	0
those	those	d	those	those	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
&	&	cc	&	and	0
many	many	d	many	many	0
Lawyers	Lawyers	n2	Lawyers	lawyer	0
to	to	pc-acp	to	to	0
interpret	interpret	vvi	interpret	interpret	0
those	those	d	those	those	0
lawes	lawes	n2	laws	law	0
,	,	,	,	,	0
&	&	cc	&	and	0
all	all	d	all	all	0
litle	litle	j	little	little	0
enough	enough	av-d	enough	enough	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
when	when	c-crq	when	when	0
a	a	dt	a	a	0
bodie	bodie	n1	body	body	0
growes	growes	vvz	grows	grow	0
full	full	j	full	full	0
&	&	cc	&	and	0
grosse	grosse	j	gross	gross	0
,	,	,	,	,	0
it	it	pn31	it	it	0
needes	needes	vvz	needs	need	0
more	more	dc	more	more	0
Physicke	Physicke	n1	Physic	physic	0
then	then	cs	then	than	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
leane	leane	j	lean	lean	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
though	though	cs	though	though	0
our	our	po12	our	our	0
suites	suites	n2	suits	suit	0
and	and	cc	and	and	0
causes	causes	n2	causes	cause	0
bee	bee	vbb	be	be	0
very	very	av	very	very	0
many	many	av-d	many	many	0
,	,	,	,	,	0
&	&	cc	&	and	0
our	our	po12	our	our	0
Courts	Courts	n2	Courts	court	0
of	of	pp-f	of	of	0
Iustice	Iustice	n1	Justice	justice	0
but	but	p-acp	but	but	0
a	a	dt	a	a	0
fewe	fewe	d	few	few	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
it	it	pn31	it	it	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
come	come	vvi	come	come	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
,	,	,	,	,	0
that	that	cst	that	that	0
euerie	euerie	d	every	every	0
particular	particular	j	particular	particular	0
busines	busines	n1	business	business	0
mouing	mouing	vvg	moving	move	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
turne	turne	n1	turn	turn	0
must	must	vmb	must	must	0
haue	haue	vhi	have	have	0
the	the	dt	the	the	0
slower	slower	jc	slower	slow	0
motion	motion	n1	motion	motion	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
if	if	cs	if	if	0
wee	wee	pns12	we	we	0
compare	compare	vvb	compare	compare	0
our	our	po12	our	our	0
legall	legall	j	legal	legal	0
proceedings	proceedings	n2-vvg	proceedings	proceed	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
proces	proces	n1	proces	process	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
Kingdomes	Kingdomes	n2	Kingdoms	kingdom	0
&	&	cc	&	and	0
common-weales	common-weales	n2	commonweals	commonweal	0
,	,	,	,	,	0
specially	specially	av-j	specially	special	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
shall	shall	vmb	shall	shall	0
finde	finde	vvi	find	find	0
,	,	,	,	,	0
that	that	cst	that	that	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
vsual	vsual	j	usual	usual	0
clause	clause	n1	clause	clause	0
in	in	p-acp	in	in	0
diuers	diuers	j	diverse	diverse	0
writts	writts	n2	writs	writ	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
indeede	indeede	av	indeed	indeed	0
plenam	plenam	fw-la	plenam	plenam	0
&	&	cc	&	and	0
celerem	celerem	fw-la	celerem	celerem	0
iustitiam	iustitiam	fw-la	iustitiam	iustitiam	0
(	(	(	(	(	0
though	though	c-acp	though	though	0
the	the	dt	the	the	0
breefest	breefest	js-jn	breefest	breef	0
Iustice	Iustice	n1	Justice	justice	0
bee	bee	vbb	be	be	0
not	not	xx	not	not	0
alwayes	alwayes	av	always	always	0
best	best	av-j	best	best	0
)	)	)	)	)	0
&	&	cc	&	and	0
that	that	d	that	that	0
our	our	po12	our	our	0
causes	causes	n2	causes	cause	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
parte	parte	n1	part	part	0
beîng	beîng	vvg	beîng	beîng	0
orderly	orderly	av-j	orderly	orderly	0
pur	pur	zz	pur	pur	0
∣	∣	sy	∣	∣	0
sued	sued	vvn	sued	sue	0
may	may	vmb	may	may	0
come	come	vvi	come	come	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
Period	Period	n1	Perjod	period	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
yeare	yeare	n1	year	year	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
many	many	d	many	many	0
processes	processes	n2	processes	process	0
in	in	p-acp	in	in	0
foreine	foreine	j	foreign	foreign	0
countries	countries	n2	countries	country	0
that	that	cst	that	that	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
gouerned	gouerned	vvn	governed	govern	0
by	by	p-acp	by	by	0
Saturne	Saturne	np1	Saturne	Saturn	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
planet	planet	n1	planet	planet	0
doth	doth	vdz	does	do	0
fearce	fearce	av-j	fierce	fierce	0
finnish	finnish	vvi	finish	finish	0
his	his	po31	his	his	0
course	course	n1	course	course	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
space	space	n1	space	space	0
of	of	pp-f	of	of	0
thirty	thirty	crd	thirty	thirty	0
yeares	yeares	n2	years	year	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
Bodin	Bodin	np1	Bodin	Bodin	0
doth	doth	vdz	does	do	0
testifie	testifie	vvi	testify	testify	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
owne	owne	d	own	own	0
country	country	n1	country	country	0
,	,	,	,	,	0
that	that	cst	that	that	0
their	their	po32	their	their	0
were	were	vbdr	were	be	0
more	more	dc	more	more	0
suites	suites	n2	suits	suit	0
in	in	p-acp	in	in	0
lawe	lawe	n1	law	law	0
depending	depending	vvg	depending	depend	0
in	in	p-acp	in	in	0
France	France	np1	France	France	0
,	,	,	,	,	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Europe	Europe	np1	Europe	Europe	0
besides	besides	a-acp	beside	beside	0
,	,	,	,	,	0
&	&	cc	&	and	0
that	that	cst	that	that	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
causes	causes	n2	causes	cause	0
were	were	vbdr	were	be	0
an	an	dt	and	a	0
hundred	hundred	crd	hundred	hundred	0
yeare	yeare	n1	year	year	0
old	old	j	old	old	0
:	:	:	:	:	0
as	as	c-acp	as	as	0
that	that	d	that	that	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countie	countie	n1	county	county	0
of	of	pp-f	of	of	0
Rais	Rais	n2	Rays	ray	0
,	,	,	,	,	0
saieth	saieth	vvz	sayeth	say	0
hee	hee	pns31	he	he	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
suite	suite	n1	suit	suit	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
so	so	av	so	so	0
well	well	av	well	well	0
entertained	entertained	vvn	entertained	entertain	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
Chambers	Chambers	n2	Chambers	chamber	0
of	of	pp-f	of	of	0
Iustice	Iustice	n1	Justice	justice	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
albeit	albeit	cs	albeit	albeit	0
the	the	dt	the	the	0
parties	parties	n2	parties	party	0
that	that	cst	that	that	0
began	began	vvd	began	begin	0
it	it	pn31	it	it	0
,	,	,	,	,	0
are	are	vbr	are	be	0
long	long	j	long	long	0
since	since	c-acp	since	since	0
deade	deade	j	dead	dead	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
suit	suit	n1	suit	suit	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
is	is	vbz	is	be	0
still	still	av	still	still	0
aliue	aliue	j	alive	alive	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
,	,	,	,	,	0
wee	wee	pns12	we	we	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
so	so	av	so	so	0
many	many	d	many	many	0
Appeales	Appeales	vvz	Appeals	appeal	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
so	so	av	so	so	0
many	many	d	many	many	0
reuiewes	reuiewes	vvz	reviews	review	0
of	of	a-acp	of	off	0
cau	cau	vvn	caused	cause	0
∣	∣	sy	∣	∣	0
ses	ses	fw-fr	ses	ses	0
,	,	,	,	,	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Ciuill	Ciuill	j	Civil	civil	0
&	&	cc	&	and	0
Canon	Canon	n1	Canon	canon	0
lawes	lawes	n2	laws	law	0
do	do	vdb	do	do	0
admitt	admitt	vvi	admit	admit	0
,	,	,	,	,	0
neither	neither	dx	neither	neither	0
haue	haue	vhb	have	have	0
wee	wee	pns12	we	we	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
day	day	n1	day	day	0
so	so	av	so	so	0
many	many	d	many	many	0
delaies	delaies	n2	delays	delay	0
by	by	p-acp	by	by	0
Essoines	Essoines	n2	Essoins	essoin	0
,	,	,	,	,	0
viewes	viewes	vvz	views	view	0
,	,	,	,	,	0
vouchers	vouchers	n2	vouchers	voucher	0
,	,	,	,	,	0
&	&	cc	&	and	0
protections	protections	n2	protections	protection	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
were	were	vbdr	were	be	0
in	in	p-acp	in	in	0
vse	vse	n1	use	use	0
in	in	p-acp	in	in	0
former	former	j	former	former	0
ages	ages	n2	ages	age	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
titles	titles	n2	titles	title	0
of	of	pp-f	of	of	0
land	land	n1	land	land	0
were	were	vbdr	were	be	0
tried	tried	vvn	tried	try	0
onely	onely	av-j	only	only	0
in	in	p-acp	in	in	0
actions	actions	n2	actions	action	0
Reall	Reall	j	Real	real	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
now	now	av	now	now	0
growne	growne	vvn	grown	grow	0
almost	almost	av	almost	almost	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
vse	vse	n1	use	use	0
,	,	,	,	,	0
&	&	cc	&	and	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
speedy	speedy	j	speedy	speedy	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
triall	triall	n1	trial	trial	0
inuented	inuented	vvn	invented	invent	0
by	by	p-acp	by	by	0
mxt	mxt	n1	mxt	mxt	0
&	&	cc	&	and	0
personall	personall	j	personal	personal	0
actions	actions	n2	actions	action	0
.	.	.	.	.	1
Lastly	Lastly	ord	Lastly	last	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
Nation	Nation	n1	Nation	nation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
(	(	(	(	(	0
I	I	pns11	I	i	0
speake	speake	vvb	speak	speak	0
it	it	pn31	it	it	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
honor	honor	n1	honour	honour	0
of	of	pp-f	of	of	0
